state.code,age,income,education,employed,raw.income,degree,fouryrdegree
6,33,250000,16,1,250000,4-year degree,1
6,28,32086,13,NA,32086,no 4-year degree,0
6,29,32086,12,1,32086,no 4-year degree,0
6,34,16871,13,NA,16871,no 4-year degree,0
6,35,12002,12,NA,12002,no 4-year degree,0
6,34,94075,12,1,94075,no 4-year degree,0
6,34,8400,18,NA,8400,4-year degree,1
6,25,60014,12,1,60014,no 4-year degree,0
6,26,60014,11,1,60014,no 4-year degree,0
6,33,300640,16,1,300640,4-year degree,1
6,30,300640,16,1,300640,4-year degree,1
6,32,84100,12,NA,84100,no 4-year degree,0
6,26,18163,16,1,18163,4-year degree,1
6,34,113790,13,1,113790,no 4-year degree,0
6,28,70000,12,1,70000,no 4-year degree,0
6,30,70000,12,1,70000,no 4-year degree,0
6,25,77086,16,1,77086,4-year degree,1
6,27,77086,14,1,77086,no 4-year degree,0
6,33,109000,14,1,109000,no 4-year degree,0
6,29,109000,12,1,109000,no 4-year degree,0
6,29,99540,14,1,99540,no 4-year degree,0
6,31,99540,16,1,99540,4-year degree,1
6,35,92006,13,1,92006,no 4-year degree,0
6,35,92006,12,1,92006,no 4-year degree,0
6,35,277620,16,1,277620,4-year degree,1
6,26,195000,12,1,195000,no 4-year degree,0
6,25,195000,14,NA,195000,no 4-year degree,0
6,33,195000,12,1,195000,no 4-year degree,0
6,33,195000,12,NA,195000,no 4-year degree,0
6,34,188680,13,1,188680,no 4-year degree,0
6,32,35000,12,1,35000,no 4-year degree,0
6,31,35000,12,NA,35000,no 4-year degree,0
6,33,77000,14,1,77000,no 4-year degree,0
6,34,40812,12,NA,40812,no 4-year degree,0
6,27,55115,13,1,55115,no 4-year degree,0
6,25,55115,12,NA,55115,no 4-year degree,0
6,29,60535,13,NA,60535,no 4-year degree,0
6,27,14199,12,1,14199,no 4-year degree,0
6,33,14199,16,1,14199,4-year degree,1
6,26,810096,20,NA,810096,4-year degree,1
6,35,90100,13,1,90100,no 4-year degree,0
6,30,40000,13,NA,40000,no 4-year degree,0
6,31,40000,13,1,40000,no 4-year degree,0
6,32,37000,9,NA,37000,no 4-year degree,0
6,33,48000,16,1,48000,4-year degree,1
6,29,140000,12,1,140000,no 4-year degree,0
6,27,21600,11,NA,21600,no 4-year degree,0
6,31,21600,9,NA,21600,no 4-year degree,0
6,33,91425,18,1,91425,4-year degree,1
6,32,91425,16,1,91425,4-year degree,1
6,35,68212,12,1,68212,no 4-year degree,0
6,35,4205,12,NA,4205,no 4-year degree,0
6,26,56500,12,1,56500,no 4-year degree,0
6,30,90000,16,1,90000,4-year degree,1
6,26,90000,14,1,90000,no 4-year degree,0
6,28,33000,12,1,33000,no 4-year degree,0
6,35,183030,12,1,183030,no 4-year degree,0
6,31,45067,13,1,45067,no 4-year degree,0
6,26,14400,12,NA,14400,no 4-year degree,0
6,29,14400,12,NA,14400,no 4-year degree,0
6,30,0,12,NA,0,no 4-year degree,0
6,33,163808,13,NA,163808,no 4-year degree,0
6,27,45600,12,1,45600,no 4-year degree,0
6,26,0,13,0,0,no 4-year degree,0
6,30,11136,12,NA,11136,no 4-year degree,0
6,25,0,9,1,0,no 4-year degree,0
6,28,24207,18,1,24207,4-year degree,1
6,27,37802,16,1,37802,4-year degree,1
6,33,37802,12,1,37802,no 4-year degree,0
6,29,25000,12,1,25000,no 4-year degree,0
6,30,47845,16,1,47845,4-year degree,1
6,34,47845,12,1,47845,no 4-year degree,0
6,30,38928,18,1,38928,4-year degree,1
6,25,38928,16,1,38928,4-year degree,1
6,25,47700,13,0,47700,no 4-year degree,0
6,27,32931,16,1,32931,4-year degree,1
6,31,32931,16,1,32931,4-year degree,1
6,29,50000,16,1,50000,4-year degree,1
6,35,50000,16,1,50000,4-year degree,1
6,31,26880,12,NA,26880,no 4-year degree,0
6,28,26880,12,1,26880,no 4-year degree,0
6,33,54377,18,1,54377,4-year degree,1
6,33,54377,16,1,54377,4-year degree,1
6,26,42003,16,1,42003,4-year degree,1
6,25,42003,16,1,42003,4-year degree,1
6,34,101726,16,1,101726,4-year degree,1
6,25,11400,16,NA,11400,4-year degree,1
6,32,21601,14,NA,21601,no 4-year degree,0
6,31,21601,14,NA,21601,no 4-year degree,0
6,27,30376,12,1,30376,no 4-year degree,0
6,33,30376,14,1,30376,no 4-year degree,0
6,29,117055,16,1,117055,4-year degree,1
6,28,117055,12,1,117055,no 4-year degree,0
6,26,209205,12,1,209205,no 4-year degree,0
6,35,188071,16,1,188071,4-year degree,1
6,28,188071,13,NA,188071,no 4-year degree,0
6,35,54002,12,1,54002,no 4-year degree,0
6,34,222000,12,1,222000,no 4-year degree,0
6,30,112020,12,1,112020,no 4-year degree,0
6,25,112020,12,NA,112020,no 4-year degree,0
6,30,111001,14,1,111001,no 4-year degree,0
6,29,111001,16,1,111001,4-year degree,1
6,32,161000,12,1,161000,no 4-year degree,0
6,30,202004,16,NA,202004,4-year degree,1
6,32,202004,13,1,202004,no 4-year degree,0
6,26,54450,14,1,54450,no 4-year degree,0
6,34,110020,18,1,110020,4-year degree,1
6,32,130052,18,1,130052,4-year degree,1
6,25,27780,12,1,27780,no 4-year degree,0
6,34,45015,9,NA,45015,no 4-year degree,0
6,35,45015,9,1,45015,no 4-year degree,0
6,30,134261,18,1,134261,4-year degree,1
6,26,32497,16,1,32497,4-year degree,1
6,32,46200,12,1,46200,no 4-year degree,0
6,35,46200,12,NA,46200,no 4-year degree,0
6,28,55500,14,1,55500,no 4-year degree,0
6,34,62756,13,NA,62756,no 4-year degree,0
6,34,189020,13,1,189020,no 4-year degree,0
6,35,120204,12,1,120204,no 4-year degree,0
6,33,120204,16,1,120204,4-year degree,1
6,26,49000,16,1,49000,4-year degree,1
6,30,195450,20,1,195450,4-year degree,1
6,30,195450,20,1,195450,4-year degree,1
6,28,78300,10,NA,78300,no 4-year degree,0
6,26,127200,14,1,127200,no 4-year degree,0
6,25,127200,12,1,127200,no 4-year degree,0
6,35,3000,11,1,3000,no 4-year degree,0
6,33,3000,12,NA,3000,no 4-year degree,0
6,25,129427,14,1,129427,no 4-year degree,0
6,26,129427,12,1,129427,no 4-year degree,0
6,26,116548,13,1,116548,no 4-year degree,0
6,32,250010,20,1,250010,4-year degree,1
6,32,250010,16,1,250010,4-year degree,1
6,30,35610,12,NA,35610,no 4-year degree,0
6,31,35610,11,1,35610,no 4-year degree,0
6,28,49080,18,1,49080,4-year degree,1
6,29,49080,13,1,49080,no 4-year degree,0
6,30,4800,12,1,4800,no 4-year degree,0
6,35,96652,14,NA,96652,no 4-year degree,0
6,30,83600,14,1,83600,no 4-year degree,0
6,32,83600,14,1,83600,no 4-year degree,0
6,27,23748,12,0,23748,no 4-year degree,0
6,29,85060,16,1,85060,4-year degree,1
6,25,85060,16,1,85060,4-year degree,1
6,25,172325,18,1,172325,4-year degree,1
6,34,195302,18,1,195302,4-year degree,1
6,27,195302,18,1,195302,4-year degree,1
6,31,231000,13,1,231000,no 4-year degree,0
6,26,185608,16,1,185608,4-year degree,1
6,28,185608,14,1,185608,no 4-year degree,0
6,31,40904,14,1,40904,no 4-year degree,0
6,25,42000,9,1,42000,no 4-year degree,0
6,32,127000,12,1,127000,no 4-year degree,0
6,33,46871,13,NA,46871,no 4-year degree,0
6,34,46871,12,1,46871,no 4-year degree,0
6,33,43000,14,NA,43000,no 4-year degree,0
6,35,23916,13,NA,23916,no 4-year degree,0
6,33,29899,12,1,29899,no 4-year degree,0
6,32,29899,16,NA,29899,4-year degree,1
6,28,36700,11,NA,36700,no 4-year degree,0
6,28,36700,11,1,36700,no 4-year degree,0
6,35,47428,14,NA,47428,no 4-year degree,0
6,35,230000,18,1,230000,4-year degree,1
6,35,141400,16,NA,141400,4-year degree,1
6,34,141400,14,NA,141400,no 4-year degree,0
6,26,42490,12,1,42490,no 4-year degree,0
6,33,61125,12,1,61125,no 4-year degree,0
6,33,61125,12,1,61125,no 4-year degree,0
6,34,30000,12,1,30000,no 4-year degree,0
6,34,30000,12,1,30000,no 4-year degree,0
6,31,30000,12,1,30000,no 4-year degree,0
6,25,88056,16,NA,88056,4-year degree,1
6,28,88056,13,1,88056,no 4-year degree,0
6,26,74708,16,1,74708,4-year degree,1
6,25,74708,13,1,74708,no 4-year degree,0
6,29,59902,14,1,59902,no 4-year degree,0
6,26,59902,14,1,59902,no 4-year degree,0
6,31,63001,16,1,63001,4-year degree,1
6,30,67001,16,1,67001,4-year degree,1
6,29,67001,13,1,67001,no 4-year degree,0
6,31,122400,14,1,122400,no 4-year degree,0
6,29,122400,12,NA,122400,no 4-year degree,0
6,35,129500,12,1,129500,no 4-year degree,0
6,34,112780,13,1,112780,no 4-year degree,0
6,28,107007,13,1,107007,no 4-year degree,0
6,27,107007,12,1,107007,no 4-year degree,0
6,31,42006,11,1,42006,no 4-year degree,0
6,31,42006,14,1,42006,no 4-year degree,0
6,31,37203,13,1,37203,no 4-year degree,0
6,28,37203,12,0,37203,no 4-year degree,0
6,32,102000,16,NA,102000,4-year degree,1
6,26,0,16,1,0,4-year degree,1
6,34,200000,18,1,200000,4-year degree,1
6,33,23800,13,NA,23800,no 4-year degree,0
6,34,86200,18,NA,86200,4-year degree,1
6,31,40000,13,1,40000,no 4-year degree,0
6,35,136841,18,1,136841,4-year degree,1
6,27,41587,18,1,41587,4-year degree,1
6,35,58800,12,0,58800,no 4-year degree,0
6,27,30000,13,1,30000,no 4-year degree,0
6,26,0,14,NA,0,no 4-year degree,0
6,31,100000,16,1,100000,4-year degree,1
6,34,36000,12,NA,36000,no 4-year degree,0
6,32,0,18,NA,0,4-year degree,1
6,32,0,18,NA,0,4-year degree,1
6,30,215260,16,0,215260,4-year degree,1
6,25,215260,12,1,215260,no 4-year degree,0
6,28,77120,12,1,77120,no 4-year degree,0
6,33,101754,12,1,101754,no 4-year degree,0
6,33,101754,12,1,101754,no 4-year degree,0
6,26,161551,16,1,161551,4-year degree,1
6,30,11826,14,0,11826,no 4-year degree,0
6,33,80150,16,NA,80150,4-year degree,1
6,30,0,12,NA,0,no 4-year degree,0
6,32,41200,12,1,41200,no 4-year degree,0
6,25,92801,16,NA,92801,4-year degree,1
6,32,0,14,0,0,no 4-year degree,0
6,29,219115,16,1,219115,4-year degree,1
6,26,219115,16,1,219115,4-year degree,1
6,35,159600,12,1,159600,no 4-year degree,0
6,35,159600,12,1,159600,no 4-year degree,0
6,26,10002,12,1,10002,no 4-year degree,0
6,26,25000,16,NA,25000,4-year degree,1
6,25,25000,16,1,25000,4-year degree,1
6,32,163103,18,1,163103,4-year degree,1
6,26,82324,16,1,82324,4-year degree,1
6,25,82324,12,NA,82324,no 4-year degree,0
6,35,40000,12,1,40000,no 4-year degree,0
6,27,42000,16,NA,42000,4-year degree,1
6,35,137503,16,1,137503,4-year degree,1
6,29,137503,16,1,137503,4-year degree,1
6,28,20000,16,NA,20000,4-year degree,1
6,29,20000,16,1,20000,4-year degree,1
6,32,391009,16,1,391009,4-year degree,1
6,29,391009,16,1,391009,4-year degree,1
6,25,391009,16,1,391009,4-year degree,1
6,35,523059,13,1,523059,no 4-year degree,0
6,33,85000,12,1,85000,no 4-year degree,0
6,28,154600,16,1,154600,4-year degree,1
6,30,96101,13,NA,96101,no 4-year degree,0
6,27,238780,12,1,238780,no 4-year degree,0
6,33,133811,13,1,133811,no 4-year degree,0
6,32,133811,13,1,133811,no 4-year degree,0
6,26,139352,12,1,139352,no 4-year degree,0
6,29,180000,16,1,180000,4-year degree,1
6,30,180000,16,1,180000,4-year degree,1
6,34,11400,13,NA,11400,no 4-year degree,0
6,35,387306,20,1,387306,4-year degree,1
6,32,387306,20,1,387306,4-year degree,1
6,28,85650,16,1,85650,4-year degree,1
6,32,179402,18,1,179402,4-year degree,1
6,32,179402,16,1,179402,4-year degree,1
6,33,17005,12,NA,17005,no 4-year degree,0
6,31,29364,12,1,29364,no 4-year degree,0
6,28,29364,12,1,29364,no 4-year degree,0
6,30,155021,16,NA,155021,4-year degree,1
6,35,155021,16,NA,155021,4-year degree,1
6,35,20000,11,0,20000,no 4-year degree,0
6,31,130036,16,1,130036,4-year degree,1
6,28,503044,16,1,503044,4-year degree,1
6,28,503044,16,1,503044,4-year degree,1
6,28,310000,13,1,310000,no 4-year degree,0
6,27,310000,12,1,310000,no 4-year degree,0
6,29,76000,13,0,76000,no 4-year degree,0
6,26,76000,13,1,76000,no 4-year degree,0
6,34,130000,16,1,130000,4-year degree,1
6,26,102704,12,1,102704,no 4-year degree,0
6,25,802350,16,1,802350,4-year degree,1
6,26,60001,16,0,60001,4-year degree,1
6,32,185400,18,1,185400,4-year degree,1
6,34,185400,18,1,185400,4-year degree,1
6,33,57600,14,1,57600,no 4-year degree,0
6,28,57600,12,1,57600,no 4-year degree,0
6,31,194986,18,1,194986,4-year degree,1
6,30,194986,20,1,194986,4-year degree,1
6,26,33120,13,NA,33120,no 4-year degree,0
6,30,230901,16,1,230901,4-year degree,1
6,28,230901,16,1,230901,4-year degree,1
6,33,82394,16,1,82394,4-year degree,1
6,31,50000,14,1,50000,no 4-year degree,0
6,25,22000,12,NA,22000,no 4-year degree,0
6,25,119884,12,NA,119884,no 4-year degree,0
6,31,119884,12,1,119884,no 4-year degree,0
6,28,0,12,NA,0,no 4-year degree,0
6,27,218854,13,1,218854,no 4-year degree,0
6,27,72100,13,1,72100,no 4-year degree,0
6,26,92020,10,1,92020,no 4-year degree,0
6,26,92020,12,NA,92020,no 4-year degree,0
6,33,145463,14,NA,145463,no 4-year degree,0
6,32,145463,16,1,145463,4-year degree,1
6,31,88067,16,1,88067,4-year degree,1
6,30,88067,16,1,88067,4-year degree,1
6,30,130036,16,1,130036,4-year degree,1
6,35,362203,20,1,362203,4-year degree,1
6,25,86003,13,1,86003,no 4-year degree,0
6,31,3005,12,0,3005,no 4-year degree,0
6,26,57000,13,1,57000,no 4-year degree,0
6,33,211512,16,1,211512,4-year degree,1
6,31,211512,20,1,211512,4-year degree,1
6,30,197707,12,1,197707,no 4-year degree,0
6,33,197707,14,1,197707,no 4-year degree,0
6,30,197707,12,1,197707,no 4-year degree,0
6,31,197707,16,1,197707,4-year degree,1
6,32,43177,13,1,43177,no 4-year degree,0
6,28,74000,13,1,74000,no 4-year degree,0
6,26,70000,12,1,70000,no 4-year degree,0
6,27,70000,12,NA,70000,no 4-year degree,0
6,27,86508,12,1,86508,no 4-year degree,0
6,27,86508,16,1,86508,4-year degree,1
6,34,55000,11,NA,55000,no 4-year degree,0
6,30,87900,14,1,87900,no 4-year degree,0
6,30,87900,16,1,87900,4-year degree,1
6,33,171250,13,1,171250,no 4-year degree,0
6,26,69000,13,0,69000,no 4-year degree,0
6,27,69000,12,1,69000,no 4-year degree,0
6,27,63005,13,1,63005,no 4-year degree,0
6,25,20002,12,NA,20002,no 4-year degree,0
6,27,108021,12,1,108021,no 4-year degree,0
6,26,108021,12,1,108021,no 4-year degree,0
6,25,54000,16,0,54000,4-year degree,1
6,31,70001,13,1,70001,no 4-year degree,0
6,30,70001,13,1,70001,no 4-year degree,0
6,28,19201,13,1,19201,no 4-year degree,0
6,32,41025,16,1,41025,4-year degree,1
6,34,41025,20,1,41025,4-year degree,1
6,25,92607,16,1,92607,4-year degree,1
6,26,92607,13,1,92607,no 4-year degree,0
6,25,92607,16,1,92607,4-year degree,1
6,30,37786,12,NA,37786,no 4-year degree,0
6,27,106980,13,1,106980,no 4-year degree,0
6,29,106980,12,1,106980,no 4-year degree,0
6,29,106980,12,NA,106980,no 4-year degree,0
6,33,58120,13,1,58120,no 4-year degree,0
6,32,58120,13,NA,58120,no 4-year degree,0
6,33,80000,14,1,80000,no 4-year degree,0
6,33,80000,13,1,80000,no 4-year degree,0
6,35,169900,12,1,169900,no 4-year degree,0
6,31,169900,12,1,169900,no 4-year degree,0
6,25,169900,12,1,169900,no 4-year degree,0
6,28,68448,16,1,68448,4-year degree,1
6,29,68448,16,1,68448,4-year degree,1
6,29,80970,16,0,80970,4-year degree,1
6,32,60000,13,1,60000,no 4-year degree,0
6,27,0,12,1,0,no 4-year degree,0
6,26,12102,16,1,12102,4-year degree,1
6,28,170400,16,1,170400,4-year degree,1
6,35,10000,14,NA,10000,no 4-year degree,0
6,27,30600,18,NA,30600,4-year degree,1
6,27,30600,18,1,30600,4-year degree,1
6,26,253701,16,1,253701,4-year degree,1
6,30,65922,20,1,65922,4-year degree,1
6,29,103801,18,1,103801,4-year degree,1
6,28,60660,13,1,60660,no 4-year degree,0
6,34,23633,12,NA,23633,no 4-year degree,0
6,26,217765,12,1,217765,no 4-year degree,0
6,32,217765,16,1,217765,4-year degree,1
6,35,131005,14,1,131005,no 4-year degree,0
6,34,131005,16,1,131005,4-year degree,1
6,32,167125,12,1,167125,no 4-year degree,0
6,25,167125,16,1,167125,4-year degree,1
6,28,34650,9,1,34650,no 4-year degree,0
6,30,119329,14,1,119329,no 4-year degree,0
6,32,178002,14,NA,178002,no 4-year degree,0
6,26,178002,16,1,178002,4-year degree,1
6,29,138754,12,NA,138754,no 4-year degree,0
6,33,138754,13,1,138754,no 4-year degree,0
6,33,58000,12,1,58000,no 4-year degree,0
6,32,58000,12,1,58000,no 4-year degree,0
6,32,249000,16,1,249000,4-year degree,1
6,28,249000,16,1,249000,4-year degree,1
6,25,99358,16,1,99358,4-year degree,1
6,26,99358,16,1,99358,4-year degree,1
6,29,76002,20,1,76002,4-year degree,1
6,31,76002,20,1,76002,4-year degree,1
6,26,65000,12,1,65000,no 4-year degree,0
6,29,122140,16,1,122140,4-year degree,1
6,25,18500,10,NA,18500,no 4-year degree,0
6,31,40121,13,1,40121,no 4-year degree,0
6,30,277015,12,1,277015,no 4-year degree,0
6,27,0,16,NA,0,4-year degree,1
6,27,125000,12,1,125000,no 4-year degree,0
6,30,249534,13,1,249534,no 4-year degree,0
6,25,112124,14,NA,112124,no 4-year degree,0
6,34,594716,12,1,594716,no 4-year degree,0
6,30,101693,12,1,101693,no 4-year degree,0
6,30,185000,12,1,185000,no 4-year degree,0
6,27,297108,12,1,297108,no 4-year degree,0
6,26,297108,12,1,297108,no 4-year degree,0
6,26,34601,12,NA,34601,no 4-year degree,0
6,25,34601,11,1,34601,no 4-year degree,0
6,27,98985,18,1,98985,4-year degree,1
6,32,119520,13,1,119520,no 4-year degree,0
6,29,53511,18,1,53511,4-year degree,1
6,28,89744,12,1,89744,no 4-year degree,0
6,25,82251,13,1,82251,no 4-year degree,0
6,34,120251,13,1,120251,no 4-year degree,0
6,35,120251,13,1,120251,no 4-year degree,0
6,28,24510,13,0,24510,no 4-year degree,0
6,30,207853,16,0,207853,4-year degree,1
6,34,207853,16,0,207853,4-year degree,1
6,31,130002,18,1,130002,4-year degree,1
6,29,130002,16,1,130002,4-year degree,1
6,27,70000,16,1,70000,4-year degree,1
6,28,138083,16,1,138083,4-year degree,1
6,33,128067,16,1,128067,4-year degree,1
6,26,52705,16,1,52705,4-year degree,1
6,29,28001,12,1,28001,no 4-year degree,0
6,28,28001,12,NA,28001,no 4-year degree,0
6,25,74538,13,NA,74538,no 4-year degree,0
6,31,122540,16,1,122540,4-year degree,1
6,30,122540,16,1,122540,4-year degree,1
6,35,134275,16,NA,134275,4-year degree,1
6,27,55878,16,1,55878,4-year degree,1
6,34,30450,14,1,30450,no 4-year degree,0
6,32,30450,12,NA,30450,no 4-year degree,0
6,35,195001,16,1,195001,4-year degree,1
6,34,183006,16,1,183006,4-year degree,1
6,33,183006,18,NA,183006,4-year degree,1
6,30,54600,13,1,54600,no 4-year degree,0
6,25,51401,16,NA,51401,4-year degree,1
6,35,60300,16,1,60300,4-year degree,1
6,27,347653,20,1,347653,4-year degree,1
6,26,347653,18,1,347653,4-year degree,1
6,26,347653,18,1,347653,4-year degree,1
6,25,100228,12,1,100228,no 4-year degree,0
6,26,100228,12,1,100228,no 4-year degree,0
6,35,42000,13,1,42000,no 4-year degree,0
6,31,31300,13,1,31300,no 4-year degree,0
6,33,130010,9,1,130010,no 4-year degree,0
6,35,229232,13,1,229232,no 4-year degree,0
6,25,1500,16,NA,1500,4-year degree,1
6,29,1500,14,NA,1500,no 4-year degree,0
6,31,101068,16,0,101068,4-year degree,1
6,26,74000,12,1,74000,no 4-year degree,0
6,34,120000,16,1,120000,4-year degree,1
6,32,152000,13,1,152000,no 4-year degree,0
6,30,152000,18,1,152000,4-year degree,1
6,34,152000,13,NA,152000,no 4-year degree,0
6,34,152000,13,1,152000,no 4-year degree,0
6,32,291231,16,1,291231,4-year degree,1
6,34,50001,13,1,50001,no 4-year degree,0
6,27,50001,12,1,50001,no 4-year degree,0
6,29,61350,14,NA,61350,no 4-year degree,0
6,28,61350,14,1,61350,no 4-year degree,0
6,33,35000,12,1,35000,no 4-year degree,0
6,34,24010,12,1,24010,no 4-year degree,0
6,29,24010,12,1,24010,no 4-year degree,0
6,27,34415,16,1,34415,4-year degree,1
6,26,329852,16,1,329852,4-year degree,1
6,35,125700,14,NA,125700,no 4-year degree,0
6,33,125700,14,1,125700,no 4-year degree,0
