"","x","y","pop","msa","logincome.mean","logincome.sd","schools","students","enrollment","income","class.size","mu","score"
"9255",34.7779165313575,31.978750066085,7348.55908203125,"telaviv",10.833467285671,1.09714109725996,1,88,88,5129.27486645424,29.3333333333333,1.9113578953784,1.9113578953784
"4508",35.3695831956575,32.803750062785,2285.67993164062,"minor",10.1944458827915,1.06429141178488,1,43,43,28598.5998630929,21.5,2.33084506945507,2.33084506945507
"15405",34.7112498649575,31.237083402385,1260.89477539062,"minor",9.91507292358354,1.04960695943151,2,20,10,29147.3529701906,10,2.33362872796161,2.33362872796161
"7041",35.3612498623575,32.562083397085,490.6767578125,"minor",10.1620297115474,1.06259795425841,1,7,7,61316.5764321376,7,2.50138294980175,2.50138294980175
"10398",35.1945831963575,31.778750066885,16765.650390625,"jerusalem",9.97502054955646,1.05277519756945,3,250,83.3333333333333,10898.8025761924,27.7777777777778,2.26623863206463,2.26623863206463
"10663",34.8862498642575,31.745416733685,621.409912109375,"minor",10.3056986649639,1.07008300119216,1,9,9,4876.67863407712,9,1.7209075004887,1.7209075004887
"10401.4",35.2195831962575,31.778750066885,16440.248046875,"jerusalem",9.9499041900965,1.05144895739675,7,268,38.2857142857143,48427.7053484541,38.2857142857143,2.43884383499869,2.43884383499869
"11147.2",34.9862498638575,31.687083400585,651.547546386719,"minor",10.1108245892221,1.05991742808485,2,10,5,55950.1861352682,5,2.46175266778276,2.46175266778276
"1951",35.1029165300575,33.020416728585,2747.11206054688,"minor",10.6451201881491,1.08756201295217,1,49,49,51414.6736317297,24.5,2.48405369680143,2.48405369680143
"8830.3",34.9029165308575,32.095416732285,5107.91943359375,"telaviv",10.7691840452967,1.09388116586445,4,83,20.75,122749.286253274,20.75,2.8654848547048,2.8654848547048
"1855.1",35.1112498633575,33.028750061885,2083.21069335938,"minor",10.6321466258135,1.08689908689371,2,36,18,162326.77706692,18,2.7764609102582,2.7764609102582
"10161",35.0529165302575,31.803750066785,3323.31103515625,"minor",10.1571590313316,1.06234327112451,1,60,60,61642.9679541207,30,2.49585951146306,2.49585951146306
"8899",34.7862498646575,32.070416732385,9221.4130859375,"telaviv",10.9778214886606,1.10442652231124,4,137,34.25,51414.2526431031,34.25,2.6002567976928,2.6002567976928
"8786",34.9779165305575,32.112083398885,5947.1123046875,"minor",10.6364569830729,1.08711938335896,2,94,47,12972.0586610738,23.5,2.27226294255892,2.27226294255892
"8962.1.1",34.7945831979575,32.053750065785,9308.9384765625,"telaviv",10.9287550922491,1.10195558955931,3,141,47,547316.287084809,23.5,3.32985377992405,3.32985377992405
"10326",35.2112498629575,31.787083400185,17012.140625,"jerusalem",9.96566498861288,1.05228138339794,2,291,145.5,25476.6811640881,36.375,2.32242565723606,2.32242565723606
"8645.1",34.8779165309575,32.153750065385,3059.95288085938,"telaviv",10.8436830527579,1.09765826764465,2,52,26,17269.8515631845,26,2.1836642954593,2.1836642954593
"8747",34.8695831976575,32.120416732185,2303.41357421875,"telaviv",10.8512372497304,1.09804054012036,1,33,33,11077.6723377116,33,1.92399617199418,1.92399617199418
"9090.1",34.7779165313575,32.020416732585,15366.2001953125,"telaviv",10.9063893867699,1.10082743560216,3,204,68,99054.7980704616,34,2.90253771085777,2.90253771085777
"4695",35.3279165291575,32.787083396185,804.723022460938,"minor",10.2449346804085,1.06692365031475,1,8,8,32172.8376803521,8,2.33799601988147,2.33799601988147
"10542.1",35.1445831965575,31.762083400285,8630.76171875,"jerusalem",10.0113574727701,1.05469097489739,2,154,77,22042.9903373048,38.5,2.07163962938024,2.07163962938024
"8819",34.8112498645575,32.095416732285,5326.59619140625,"telaviv",10.9655665158864,1.1038098928452,2,75,37.5,156033.658881016,37.5,2.68829606344149,2.68829606344149
"8877.2",34.8445831977575,32.078750065685,12885.59765625,"telaviv",10.8627339162423,1.09862206201134,4,172,43,51544.1141948637,21.5,2.94659830562794,2.94659830562794
"3918",35.0862498634575,32.853750062585,3908.224609375,"haifa",10.6321466258135,1.08689908689372,2,77,38.5,2766.02423465281,38.5,1.45887606341156,1.45887606341156
"10476.2.1",35.2195831962575,31.770416733585,16383.8623046875,"jerusalem",9.94253751353409,1.05105965120571,3,256,85.3333333333333,21549.639058876,28.4444444444444,2.45426927242985,2.45426927242985
"2835",35.0945831967575,32.945416728885,1324.08093261719,"haifa",10.6407814806195,1.08734035766275,1,17,17,43575.9091669831,17,2.52088607594099,2.52088607594099
"8336",34.9112498641575,32.278750064885,2968.71411132812,"minor",10.8114055046632,1.09602339313352,2,45,22.5,22824.3119965477,22.5,2.29826515311159,2.29826515311159
"10329",34.6195831986575,31.778750066885,2747.05737304688,"minor",10.8064585932947,1.09577261394743,1,45,45,72059.8155293638,22.5,2.58878607242696,2.58878607242696
"9088.3",34.7612498647575,32.020416732585,14677.7060546875,"telaviv",10.9435866651959,1.10270307604117,5,187,37.4,37885.0040934863,37.4,2.56929687277265,2.56929687277265
"9054.1",34.7529165314575,32.028750065885,11615.58203125,"telaviv",10.9780089483165,1.10443595198416,4,144,36,24410.0103678592,36,2.42241760123513,2.42241760123513
"10261.1",34.6695831984575,31.787083400185,5058.1396484375,"minor",10.7216319065273,1.09146343688581,1,68,68,3900.44853842954,34,1.63395913241475,1.63395913241475
"5713",35.2945831959575,32.695416729885,6092.65087890625,"minor",10.2718616208305,1.06832483724289,2,100,50,48406.1180648612,25,2.63238071107795,2.63238071107795
"9068.2",34.8695831976575,32.028750065885,13171.2890625,"telaviv",10.7305230671787,1.09191590372044,3,189,63,112117.237740505,31.5,2.94500922801573,2.94500922801573
"9759",34.7945831979575,31.870416733185,1868.00964355469,"minor",10.6245144626444,1.08650890790664,1,23,23,123764.582086196,23,2.66081923623207,2.66081923623207
"8991.1",34.7695831980575,32.045416732485,8070.29150390625,"telaviv",10.9703995421949,1.10405311578117,3,116,38.6666666666667,116757.611925694,38.6666666666667,2.68242351798707,2.68242351798707
"10163",35.0695831968575,31.803750066785,6179.53759765625,"minor",10.1371147474685,1.06129453171683,3,100,33.3333333333333,309863.857721409,33.3333333333333,2.93548718822653,2.93548718822653
"10620.3",35.1612498631575,31.753750066985,10543.6474609375,"jerusalem",9.98616393186311,1.05336307615514,3,183,61,26643.3690685806,30.5,2.33561946466507,2.33561946466507
"14781",34.9529165306575,31.278750068885,185.034652709961,"minor",9.74494242083344,1.0405630111111,1,2,2,32410.5606483317,2,2.30133398398888,2.30133398398888
"9548",34.8279165311575,31.912083399685,851.753662109375,"minor",10.6284161023332,1.08670838888888,1,21,21,112804.814356177,21,2.60654012482385,2.60654012482385
"8740.2",34.8112498645575,32.120416732185,8014.36474609375,"telaviv",10.9805615181244,1.10456434439227,3,111,37,32022.5423540888,37,2.38915098540854,2.38915098540854
"8372",34.8529165310575,32.262083398285,1279.56372070312,"minor",10.9317137569039,1.102104741791,1,23,23,6118.71251126588,23,1.76638439379372,1.76638439379372
"8582.1",34.9362498640575,32.178750065285,6158.48779296875,"minor",10.7326688531231,1.09202507363985,3,95,31.6666666666667,6439.47431209618,31.6666666666667,1.91694641076924,1.91694641076924
"10552.1",35.2279165295575,31.762083400285,12183.4345703125,"jerusalem",9.92709337673244,1.0502430076856,3,196,65.3333333333333,3401.61930513602,32.6666666666667,1.61007774749835,1.61007774749835
"3161.2",35.2862498626575,32.920416728985,2336.3935546875,"minor",10.3277009878892,1.07122468790991,2,50,25,26920.9083982075,25,2.28313952504957,2.28313952504957
"4712",35.4695831952575,32.787083396185,846.007873535156,"minor",10.0729491817247,1.05793032650888,1,18,18,9253.55433896059,18,1.93509040093357,1.93509040093357
"8287.2",34.8612498643575,32.295416731485,3305.88671875,"minor",10.9237277028313,1.1017021024473,2,56,28,22346.5029009347,28,2.24884375800338,2.24884375800338
"11110",34.6779165317575,31.687083400585,398.204315185547,"minor",10.5425096539679,1.08230770188149,1,5,5,20849.2281623288,5,2.20152025109554,2.20152025109554
"10010",34.7945831979575,31.820416733385,1035.00378417969,"minor",10.5487378435096,1.08262735168301,1,10,10,110797.834781818,10,2.65946349994743,2.65946349994743
"4619.1",35.4945831951575,32.795416729485,166.088073730469,"minor",10.0465977840709,1.05654561788621,1,7,7,38252.384550025,7,2.4256301641639,2.4256301641639
"10467",35.1445831965575,31.770416733585,5316.06591796875,"jerusalem",10.0192842516466,1.05510843316624,1,82,82,37684.3824823099,27.3333333333333,2.29885785318831,2.29885785318831
"4477",35.1112498633575,32.803750062785,4475.72021484375,"haifa",10.5753064692756,1.08398987640187,1,73,73,110924.832407376,36.5,2.695975874394,2.695975874394
"4950",35.0445831969575,32.762083396285,2883.73217773438,"haifa",10.6848197351102,1.08958808399781,1,38,38,10256.4294378401,38,1.96076303838867,1.96076303838867
"8611",34.7945831979575,32.162083398685,2419.17309570312,"telaviv",11.0339206071864,1.1072448593587,1,33,33,472597.606934817,33,2.87150155481134,2.87150155481134
"10174.2",35.1612498631575,31.803750066785,7869.31298828125,"jerusalem",10.0332059218695,1.0558412086983,3,147,49,29690.9288280045,24.5,2.38396113159143,2.38396113159143
"4907",35.4862498618575,32.770416729585,31.4734325408936,"minor",10.0518143302172,1.05681988007088,1,1,1,8495.23693667698,1,1.94349452594189,1.94349452594189
"8970.1",34.8612498643575,32.053750065785,14320.345703125,"telaviv",10.7868067137548,1.09477581234977,4,210,52.5,13579.8232073166,26.25,2.51839774810531,2.51839774810531
"4650",34.9529165306575,32.787083396185,1726.03637695312,"haifa",10.8767103613006,1.09932860122797,2,28,14,32726.0655110244,14,2.48426900737559,2.48426900737559
"4656",35.0029165304575,32.787083396185,3499.01000976562,"haifa",10.7726713244885,1.09405826193065,2,55,27.5,35106.1268697578,27.5,2.49039117869652,2.49039117869652
"10468.2",35.1529165298575,31.770416733585,7554.73583984375,"jerusalem",10.010458673748,1.0546436298447,4,131,32.75,35777.6987219976,32.75,2.28375850373138,2.28375850373138
"17016",34.8362498644575,31.137083402785,70.0820388793945,"minor",9.70992765073503,1.03869189372098,1,1,1,27001.8194514688,1,2.25930661320646,2.25930661320646
"4485",35.1779165297575,32.803750062785,4488.68994140625,"minor",10.4649062695018,1.07831691226558,1,75,75,306328.591766791,37.5,2.80595742454893,2.80595742454893
"8795.2",34.8279165311575,32.103750065585,10304.9248046875,"telaviv",10.9370620745142,1.10237431001927,3,135,45,117187.077734306,22.5,3.04934355086566,3.04934355086566
"8641",34.8445831977575,32.153750065385,7359.64892578125,"telaviv",10.915785038944,1.10130150473297,1,125,125,104647.769275391,31.25,2.77185778561912,2.77185778561912
"5772",35.0529165302575,32.687083396585,2480.37841796875,"haifa",10.6494731758165,1.08778435239387,1,49,49,9101.57187920996,24.5,2.06209453382649,2.06209453382649
"8687.1",34.8112498645575,32.137083398785,4172.0830078125,"telaviv",10.9860897142369,1.10484235749505,2,64,32,164058.377395686,32,2.73873339448522,2.73873339448522
"10396",35.1779165297575,31.778750066885,11191.7216796875,"jerusalem",9.99212736855914,1.05367754758481,3,195,65,38074.1890820754,32.5,2.40924893501027,2.40924893501027
"10044.2",35.1195831966575,31.820416733385,3094.06958007812,"minor",10.0958415517544,1.0591318012491,2,52,26,41309.6048082546,26,2.43012715492559,2.43012715492559
"2746.1",35.1862498630575,32.953750062185,1541.59509277344,"minor",10.4858386458323,1.07939482251411,1,29,29,32823.5763489476,29,2.25486170408102,2.25486170408102
"10175",35.1695831964575,31.803750066785,3962.93310546875,"jerusalem",10.0242585006808,1.05537031419102,1,71,71,34775.1450487144,35.5,2.10158749362925,2.10158749362925
"7557",35.0529165302575,32.495416730685,2115.95483398438,"minor",10.6002627523905,1.08526815694916,1,38,38,18715.4537206356,38,2.01992564442742,2.01992564442742
"9068",34.8695831976575,32.028750065885,13171.2890625,"telaviv",10.7305230671787,1.09191590372044,3,189,63,70566.9053699874,31.5,2.83455886569559,2.83455886569559
"10400.1",35.2112498629575,31.778750066885,14596.2568359375,"jerusalem",9.95820502885859,1.05188745853762,2,251,125.5,47409.7384103835,31.375,2.56765633410514,2.56765633410514
"9423",34.7529165314575,31.937083399585,409.045013427734,"minor",10.8136413760447,1.0961367197797,1,4,4,344043.381974202,4,2.87002296702541,2.87002296702541
"5077",35.3195831958575,32.753750062985,2406.228515625,"minor",10.2496400148377,1.06716863266193,1,46,46,4046.11864282435,23,1.66068587626849,1.66068587626849
"7180",35.1612498631575,32.545416730485,2175.92700195312,"minor",10.4332407285165,1.07668424797392,3,43,14.3333333333333,68073.9116512924,14.3333333333333,2.60095058451739,2.60095058451739
"3360",35.2445831961575,32.903750062385,893.748168945312,"minor",10.3845871767708,1.07417085216515,1,21,21,13766.1486958723,21,2.04585120558434,2.04585120558434
"10103",35.1029165300575,31.812083400085,10130.326171875,"minor",10.1066000155388,1.05969597398598,4,167,41.75,239286.725330213,20.875,3.22793653010202,3.22793653010202
"10386",35.0945831967575,31.778750066885,3801.27880859375,"minor",10.0823078571312,1.05842166860384,3,73,24.3333333333333,83858.7982799605,24.3333333333333,2.66514814686632,2.66514814686632
"9762",34.8195831978575,31.870416733185,4085.87817382812,"minor",10.5803473567924,1.08424819610397,2,52,26,16232.6384804003,26,2.21883027729833,2.21883027729833
"8445.1",34.9529165306575,32.237083398385,6634.3779296875,"minor",10.7165307614552,1.091203757399,2,85,42.5,9196.25541118099,21.25,2.22008446989728,2.22008446989728
"3915.1",35.0612498635575,32.853750062585,2694.88110351562,"haifa",10.6781205956388,1.08924645694162,1,44,44,16844.0115495062,22,2.29759760022329,2.29759760022329
"8935.2",34.8362498644575,32.062083399085,12931.5068359375,"telaviv",10.8523933198116,1.09809903013302,4,193,48.25,55079.691719627,24.125,2.91793535168061,2.91793535168061
"8999.1",34.8362498644575,32.045416732485,10120.0322265625,"telaviv",10.8244862472069,1.09668623321992,4,146,36.5,47136.2746630454,36.5,2.55550894676871,2.55550894676871
"10473.1",35.1945831963575,31.770416733585,14927.2880859375,"jerusalem",9.96746324088375,1.05237631845921,4,238,59.5,214737.775658917,29.75,2.96745114417132,2.96745114417132
"8862",34.9529165306575,32.087083398985,5641.8564453125,"minor",10.6605192465477,1.08834835347204,2,76,38,94236.0203622577,38,2.57415363643581,2.57415363643581
"8778",34.9112498641575,32.112083398885,1157.15734863281,"telaviv",10.7631539759791,1.09357487047345,2,19,9.5,108599.077398167,9.5,2.66052653051521,2.66052653051521
"2646.1",35.1779165297575,32.962083395485,2331.74243164062,"minor",10.5012868831353,1.08018963783296,1,32,32,3676.41745609269,32,1.51619559066584,1.51619559066584
"9050",34.9945831971575,32.037083399185,582.377380371094,"minor",10.5183037199492,1.08106448157716,1,3,3,32185.9191291481,3,2.28818003565901,2.28818003565901
"9118.2",34.7445831981575,32.012083399285,12432.7568359375,"telaviv",10.9661923845512,1.10384139282131,3,169,56.3333333333333,80468.1331462633,28.1666666666667,2.91930782009675,2.91930782009675
"9113",34.9695831972575,32.020416732585,2093.47314453125,"minor",10.5376171038693,1.08205653497143,1,37,37,123448.074341713,37,2.52001423583773,2.52001423583773
"8375.1",34.8779165309575,32.262083398285,2175.462890625,"minor",10.8767103613006,1.09932860122797,3,28,9.33333333333333,12285.3214435737,9.33333333333333,2.13440250038805,2.13440250038805
"13635",34.8612498643575,31.353750068585,406.261932373047,"minor",9.89437628235111,1.04851091672116,1,5,5,14713.5984756099,5,2.09622304022807,2.09622304022807
"1785",35.3279165291575,33.037083395185,264.441558837891,"minor",10.292892695339,1.06941794632714,1,1,1,214093.4138121,1,2.70191721056252,2.70191721056252
"4659",35.0279165303575,32.787083396185,3389.84814453125,"haifa",10.7234236871432,1.09155463481847,1,73,73,35058.8381124792,36.5,2.36695309959081,2.36695309959081
"2145",35.1029165300575,33.003750061985,4326.4013671875,"minor",10.6407814806195,1.08734035766275,1,85,85,25514.226851657,28.3333333333333,2.33257504918635,2.33257504918635
"9503",34.7945831979575,31.920416732985,4097.3115234375,"minor",10.7032262526623,1.09052618556682,2,63,31.5,11166.0637424938,31.5,2.02796595958546,2.02796595958546
"9251.1",34.7445831981575,31.978750066085,2623.60083007812,"telaviv",10.9050456380906,1.10075961842975,2,32,16,90495.9262565256,16,2.68989552382521,2.68989552382521
"3915.2",35.0612498635575,32.853750062585,2694.88110351562,"haifa",10.6781205956388,1.08924645694162,1,44,44,13503.6711660273,22,2.22932097953173,2.22932097953173
"9409",34.9362498640575,31.945416732885,2452.35546875,"minor",10.4911307052913,1.07966716606407,1,26,26,28641.3493575479,26,2.29635226180475,2.29635226180475
"8899.3",34.7862498646575,32.070416732385,9221.4130859375,"telaviv",10.9778214886606,1.10442652231124,4,137,34.25,33958.2902669856,34.25,2.49151428026497,2.49151428026497
"9570.3.1",35.0112498637575,31.912083399685,10529.7177734375,"minor",10.3348977801486,1.07159786094041,4,182,45.5,33239.1395380075,22.75,2.73840503915807,2.73840503915807
"10401.5",35.2195831962575,31.778750066885,16440.248046875,"jerusalem",9.9499041900965,1.05144895739675,7,268,38.2857142857143,17183.7309324169,38.2857142857143,2.15144010139305,2.15144010139305
"1970",35.2612498627575,33.020416728585,1997.52502441406,"minor",10.3845871767708,1.07417085216515,2,37,18.5,113915.238616214,18.5,2.6868020849504,2.6868020849504
"5079.1",35.3362498624575,32.753750062985,3388.46728515625,"minor",10.2278489074138,1.06603360940418,1,64,64,307493.203580692,32,2.83994000574435,2.83994000574435
"10889.1",35.0029165304575,31.720416733785,1083.29956054688,"minor",10.1272919600175,1.06078021391058,2,20,10,6249.48736652572,10,1.83253062637535,1.83253062637535
"8439",34.9029165308575,32.237083398385,433.081207275391,"minor",10.8163235047296,1.09627264982199,1,5,5,14474.9251129598,5,2.08952563415288,2.08952563415288
"8541",34.9362498640575,32.195416731885,1711.62780761719,"minor",10.7373150144544,1.09226141633129,1,34,34,12971.6968777446,34,1.93712902923996,1.93712902923996
"14381",34.8029165312575,31.303750068785,278.745788574219,"minor",9.8983303720102,1.04872040400619,1,2,2,5791.71363790348,2,1.73298586582075,1.73298586582075
"9801.1",34.8112498645575,31.862083399885,3231.16235351562,"minor",10.5823617467556,1.08435140607726,1,44,44,169692.387907719,22,2.8217113061409,2.8217113061409
"8851",34.8612498643575,32.087083398985,6271.96826171875,"telaviv",10.8412886792622,1.09753707501347,2,84,42,317468.577885597,21,3.12892842541402,3.12892842541402
"15280",34.7779165313575,31.245416735685,4115.4921875,"minor",9.86177908397501,1.04678232290805,2,45,22.5,17472.0376433438,22.5,2.28456626100087,2.28456626100087
"12030",34.7529165314575,31.553750067785,85.8117294311523,"minor",10.2416692769954,1.06675360463393,1,3,3,8206.31028420918,3,1.95071330054821,1.95071330054821
"5884.1",35.2779165293575,32.678750063285,2748.314453125,"minor",10.2912611061545,1.06933318298806,1,44,44,55239.7416236834,22,2.52772413041327,2.52772413041327
"10543.3",35.1529165298575,31.762083400285,10081.2646484375,"jerusalem",10.0026008989314,1.05422962388716,4,185,46.25,54209.7283292057,23.125,2.64523336838645,2.64523336838645
"7687",34.9695831972575,32.470416730785,2134.46459960938,"minor",10.7489998337774,1.09285557822805,1,25,25,19839.8704225601,25,2.18437373556978,2.18437373556978
"1037",35.5779165281575,33.112083394885,344.039825439453,"minor",10.0058012858157,1.05439826366699,1,5,5,14439.6843322551,5,2.09554665774185,2.09554665774185
"15183",35.0695831968575,31.253750068985,940.255859375,"minor",9.63726778229004,1.03479830467853,1,15,15,40808.9142214956,15,2.3961081981211,2.3961081981211
"7151",34.9195831974575,32.545416730485,465.271606445312,"minor",10.8741425863889,1.09919882876317,1,8,8,6241.55416159883,8,1.81902181604706,1.81902181604706
"4411",35.3612498623575,32.812083396085,1063.23620605469,"minor",10.2064759085189,1.06491918882342,1,27,27,15773.4537338601,27,2.04283427821102,2.04283427821102
"8311",34.8862498642575,32.287083398185,1318.76220703125,"minor",10.8664666923987,1.0988108063012,1,17,17,17727.3264113118,17,2.16986706357757,2.16986706357757
"699",35.8862498602575,33.178750061285,4007.2236328125,"minor",9.73458826563954,1.04001005687656,2,85,42.5,22307.1222556733,21.25,2.36416147554916,2.36416147554916
"9257",34.7945831979575,31.978750066085,5626.1904296875,"telaviv",10.7989847436804,1.09539362502357,2,81,40.5,19360.5302543928,20.25,2.42003093736702,2.42003093736702
"8770",34.8445831977575,32.112083398885,4194.74267578125,"telaviv",10.9026427323004,1.10063833661807,2,61,30.5,25401.0364155759,30.5,2.29557292752598,2.29557292752598
"9668.1",34.7612498647575,31.887083399785,2137.68530273438,"minor",10.7129445249267,1.09102115902319,1,23,23,28067.8214149099,23,2.30307200597834,2.30307200597834
"10386.1",35.0945831967575,31.778750066885,3801.27880859375,"minor",10.0823078571312,1.05842166860384,3,73,24.3333333333333,2087.9129913097,24.3333333333333,1.38507454588823,1.38507454588823
"8790.1",34.7862498646575,32.103750065585,6427.2734375,"telaviv",11.0339206071864,1.1072448593587,2,102,51,38529.0076379076,25.5,2.58018291188091,2.58018291188091
"3554",35.1779165297575,32.887083395785,334.134368896484,"minor",10.4839210228649,1.07929611953886,1,3,3,82834.8141599161,3,2.54089629518107,2.54089629518107
"30196",34.9362498640575,29.545416742485,2187.00512695312,"minor",8.75392884659612,0.986234637767759,1,20,20,5013.27938728185,20,1.7647869933848,1.7647869933848
"9160.1",34.8195831978575,32.003750065985,3597.44897460938,"telaviv",10.7896878811888,1.09492201047425,1,47,47,27609.1763039317,23.5,2.37714038920813,2.37714038920813
"9504.2",34.8029165312575,31.920416732985,3980.66186523438,"minor",10.6874330360479,1.08972132197222,2,54,27,153634.953608046,27,2.78241288030912,2.78241288030912
"5139.2",35.0779165301575,32.745416729685,2922.96630859375,"haifa",10.6192997056023,1.08624223334916,2,50,25,15240.3225546574,25,2.24923595707804,2.24923595707804
"6386",35.3529165290575,32.628750063485,365.219482421875,"minor",10.1840267070363,1.06374739623843,1,5,5,27318.423450292,5,2.28113546790729,2.28113546790729
"11754",34.5945831987575,31.595416734285,146.687896728516,"minor",10.5367375536015,1.08201137566425,1,6,6,20168.9179135011,6,2.24828648063631,2.24828648063631
"30224",34.9195831974575,29.512083409285,991.101989746094,"minor",8.7443944822756,0.985697411439997,1,13,13,79518.754863383,13,2.57390642705997,2.57390642705997
"10251.1",35.2029165296575,31.795416733485,14539.9814453125,"jerusalem",9.98165607319558,1.05312529977289,6,261,43.5,10376.7639093924,21.75,2.32338566550022,2.32338566550022
"9067.3",34.8612498643575,32.028750065885,15078.4970703125,"telaviv",10.7468283340868,1.09274518398424,3,217,72.3333333333333,38847.5305072174,36.1666666666667,2.61232138386202,2.61232138386202
"10946",34.9362498640575,31.712083400485,299.354125976562,"minor",10.1993353915727,1.06454661145134,1,8,8,63912.0848979031,8,2.53069726748234,2.53069726748234
"8990.1",34.7612498647575,32.045416732485,8559.4296875,"telaviv",10.9897056105601,1.10502416316266,2,105,52.5,89958.82935418,26.25,2.86444359552728,2.86444359552728
"9293.2.1",34.8195831978575,31.970416732785,4551.712890625,"telaviv",10.7353524268035,1.09216158891965,3,52,17.3333333333333,37411.1685497477,17.3333333333333,2.57620718586367,2.57620718586367
"7949",35.0445831969575,32.420416730985,3633.80249023438,"minor",10.5960698369317,1.08505349775595,1,54,54,71761.7732709087,27,2.58648029304311,2.58648029304311
"10401.2",35.2195831962575,31.778750066885,16440.248046875,"jerusalem",9.9499041900965,1.05144895739675,7,268,38.2857142857143,15564.1848266934,38.2857142857143,2.12132934175332,2.12132934175332
"10256.2",34.6279165319575,31.787083400185,5762.4033203125,"minor",10.8046019204757,1.09567847678838,4,80,20,40138.2507400514,20,2.63271351487344,2.63271351487344
"10472.1.2",35.1862498630575,31.770416733585,15912.2841796875,"jerusalem",9.97591457625495,1.05282237481791,4,270,67.5,24821.8292250282,33.75,2.3621233709256,2.3621233709256
"10321.2",35.1695831964575,31.787083400185,12267.107421875,"jerusalem",10.0085810049488,1.05454471508108,3,179,59.6666666666667,46516.6123810101,29.8333333333333,2.54410228484417,2.54410228484417
"4572",35.1029165300575,32.795416729485,2321.50610351562,"haifa",10.5877244419859,1.08462612308911,1,35,35,8152.38557969444,35,1.8965226486598,1.8965226486598
"13109",34.7612498647575,31.403750068385,1169.58239746094,"minor",10.0492845104172,1.05668688258354,1,17,17,65996.6174607326,17,2.51812134587687,2.51812134587687
"10926",34.7695831980575,31.712083400485,93.8670959472656,"minor",10.4318846589687,1.07661427421383,1,2,2,11282.0490600098,2,2.02491934288881,2.02491934288881
"17283",34.8695831976575,31.120416736185,32.0186805725098,"minor",9.67042108917683,1.03657668897711,1,1,1,17752.3616236815,1,2.18037189543119,2.18037189543119
"8995.2",34.8029165312575,32.045416732485,7188.7431640625,"telaviv",10.8956058706052,1.10028308835121,3,110,36.6666666666667,53309.8565225525,36.6666666666667,2.50556120576548,2.50556120576548
"10472.3",35.1862498630575,31.770416733585,15912.2841796875,"jerusalem",9.97591457625495,1.05282237481791,4,270,67.5,9080.87754748184,33.75,2.0498534524991,2.0498534524991
"7737",35.0279165303575,32.462083397485,1026.86364746094,"minor",10.6364569830729,1.08711938335896,1,20,20,48765.4403830833,20,2.41556305562255,2.41556305562255
"5620",35.2862498626575,32.703750063185,4148.2080078125,"minor",10.2847579038148,1.06899526575268,1,83,83,23217.9389970669,27.6666666666667,2.30611459080555,2.30611459080555
"8688",34.8195831978575,32.137083398785,3358.74365234375,"telaviv",10.9668301666221,1.10387349147456,1,39,39,744053.67686521,39,2.92340851949337,2.92340851949337
"3402",35.5945831947575,32.903750062385,183.536239624023,"minor",9.95822745202116,1.05188864281883,1,6,6,43709.0925084296,6,2.44833271380797,2.44833271380797
"10173.4",35.1529165298575,31.803750066785,12071.5478515625,"jerusalem",10.0422327911858,1.05631607176313,4,187,46.75,41462.1481175114,23.375,2.63439690618325,2.63439690618325
"9630.4",34.8029165312575,31.895416733085,5292.51318359375,"minor",10.648159865528,1.08771727666134,4,75,18.75,53262.1675497152,18.75,2.69525404898188,2.69525404898188
"7196",35.3362498624575,32.545416730485,78.2822875976562,"minor",10.1899683736939,1.06405766205982,1,2,2,62774.2738767375,2,2.52060598496566,2.52060598496566
"8795.1",34.8279165311575,32.103750065585,10304.9248046875,"telaviv",10.9370620745142,1.10237431001927,3,135,45,91053.9922878028,22.5,2.99016324202412,2.99016324202412
"8962",34.7945831979575,32.053750065785,9308.9384765625,"telaviv",10.9287550922491,1.10195558955931,3,141,47,17366.8474565177,23.5,2.49933083449785,2.49933083449785
"9000.2",34.8445831977575,32.045416732485,9763.8642578125,"telaviv",10.8072488803073,1.09581268068281,4,118,29.5,34915.2509885582,29.5,2.60665602787377,2.60665602787377
"8610.1",34.9779165305575,32.170416731985,2109.18920898438,"minor",10.6516550467516,1.08789577966681,2,28,14,9386.05090785107,14,2.03151876268328,2.03151876268328
"7857.1.1",34.9612498639575,32.437083397585,270.672637939453,"minor",10.7560587323319,1.09321436000712,2,5,2.5,20749.8616703638,2.5,2.17267032047392,2.17267032047392
"2439",35.1029165300575,32.978750062085,1760.17749023438,"minor",10.6343000412455,1.08700915059245,1,37,37,70734.6077261362,37,2.37463703422191,2.37463703422191
"8466",34.9612498639575,32.228750065085,5521.65771484375,"minor",10.6983190642886,1.0902761660489,1,76,76,70644.3179755759,38,2.50086756022872,2.50086756022872
"8872",34.8029165312575,32.078750065685,10287.9951171875,"telaviv",10.9546753562752,1.10326159667472,1,153,153,15104.9718639478,38.25,2.2029429024738,2.2029429024738
"8989",34.7529165314575,32.045416732485,7739.8330078125,"telaviv",11.0092642797182,1.1060070463769,1,101,101,44744.199397212,33.6666666666667,2.53208492081072,2.53208492081072
"7505",35.0612498635575,32.503750063985,3924.93603515625,"minor",10.5877244419859,1.08462612308911,2,68,34,89292.9460480498,34,2.55968550446939,2.55968550446939
"8646.1",34.8862498642575,32.153750065385,3670.224609375,"telaviv",10.8262113045223,1.09677361710115,2,58,29,201614.723904399,29,2.80170595324262,2.80170595324262
