player_name,team_abbreviation,age,player_height,player_weight,college,country,draft_year,draft_round,draft_number,gp,pts,reb,ast,net_rating,oreb_pct,dreb_pct,usg_pct,ts_pct,ast_pct,season,draftlevel
Brad Wanamaker,WAS,32,190.5,95.25432,Pittsburgh,USA,Undrafted,Undrafted,Undrafted,23,3.6,1.7,2.4,-6.4,0.018,0.107,0.146,0.472,0.243,2021-22,3
Bones Hyland,DEN,21,187.96,76.657048,Virginia Commonwealth,USA,2021,1,26,69,10.1,2.7,2.8,1.7,0.011,0.133,0.231,0.558,0.22,2021-22,1
Bol Bol,ORL,22,218.44,99.79024,Oregon,Sudan,2019,2,44,14,2.4,1.4,0.4,0.5,0.049,0.211,0.16,0.565,0.102,2021-22,2
Bojan Bogdanovic,UTA,33,200.66,102.511792,None,Croatia,2011,2,31,69,18.1,4.3,1.7,4.8,0.027,0.106,0.232,0.599,0.086,2021-22,2
Bogdan Bogdanovic,ATL,29,198.12,102.0582,None,Serbia,2014,1,27,63,15.1,4,3.1,4.5,0.016,0.116,0.212,0.562,0.152,2021-22,1
Bobby Portis,MIL,27,208.28,113.398,Arkansas,USA,2015,1,22,72,14.6,9.1,1.2,6.3,0.085,0.218,0.207,0.571,0.061,2021-22,1
Boban Marjanovic,DAL,33,220.98,131.54168,None,Serbia,Undrafted,Undrafted,Undrafted,23,4.3,1.7,0.1,12.8,0.066,0.228,0.311,0.615,0.044,2021-22,3
Brodric Thomas,BOS,25,195.58,83.91452,Truman State,USA,Undrafted,Undrafted,Undrafted,12,1.8,0.8,0.9,3,0.034,0.103,0.172,0.52,0.239,2021-22,3
Blake Griffin,BKN,33,205.74,113.398,Oklahoma,USA,2009,1,1,56,6.4,4.1,1.9,-4.7,0.061,0.169,0.167,0.518,0.157,2021-22,1
Brook Lopez,MIL,34,213.36,127.912944,Stanford,USA,2008,1,10,13,12.4,4.1,0.5,-1.4,0.058,0.108,0.211,0.57,0.03,2021-22,1
Bruno Fernando,HOU,23,205.74,108.86208,Maryland,Angola,2019,2,34,30,2.9,1.8,0.2,-10.1,0.102,0.223,0.197,0.671,0.082,2021-22,2
Carlik Jones,DEN,24,182.88,78.925008,Texas Legends,USA,Undrafted,Undrafted,Undrafted,5,0.8,0.6,1,-33.1,0.042,0.069,0.22,0.202,0.417,2021-22,3
Caris LeVert,CLE,27,198.12,92.98636,Michigan,USA,2016,1,20,58,17,3.7,4.3,-1.8,0.024,0.097,0.252,0.525,0.219,2021-22,1
Cameron Payne,PHX,27,185.42,83.007336,Murray State,USA,2015,1,14,58,10.8,3,4.9,6.3,0.018,0.109,0.235,0.5,0.318,2021-22,1
Cameron Oliver,ATL,25,203.2,108.408488,Nevada,USA,Undrafted,Undrafted,Undrafted,2,11.5,3,1.5,-0.9,0.051,0.121,0.167,0.705,0.097,2021-22,3
Cameron McGriff,POR,24,200.66,99.79024,Oklahoma State,USA,Undrafted,Undrafted,Undrafted,3,4.7,5,1,7.3,0.098,0.209,0.122,0.47,0.086,2021-22,3
Cameron Johnson,PHX,26,203.2,95.25432,North Carolina,USA,2019,1,11,66,12.5,4.1,1.5,6.2,0.023,0.123,0.167,0.625,0.079,2021-22,1
Cam Thomas,BKN,20,190.5,95.25432,Louisiana State,Japan,2021,1,27,67,8.5,2.4,1.2,-6.4,0.013,0.118,0.212,0.519,0.102,2021-22,1
Cam Reddish,NYK,22,203.2,98.429464,Duke,USA,2019,1,10,49,10.1,2.1,1,-9.8,0.023,0.075,0.213,0.543,0.078,2021-22,1
Caleb Martin,MIA,26,195.58,92.98636,Nevada-Reno,USA,Undrafted,Undrafted,Undrafted,60,9.2,3.8,1.1,5.7,0.054,0.114,0.158,0.611,0.068,2021-22,3
Cade Cunningham,DET,20,198.12,99.79024,Oklahoma State,USA,2021,1,1,64,17.4,5.5,5.6,-6.2,0.026,0.143,0.273,0.504,0.283,2021-22,1
CJ Miles,BOS,35,198.12,99.79024,No College,USA,2005,2,34,1,0,0,0,-100,0,0,0,0,0,2021-22,2
CJ McCollum,NOP,30,190.5,86.18248,Lehigh,USA,2013,1,10,62,22.1,4.3,5.1,-1.9,0.024,0.101,0.269,0.553,0.238,2021-22,1
CJ Elleby,POR,22,198.12,90.7184,Washington State,USA,2020,2,46,58,5.8,3.9,1.5,-14.3,0.052,0.141,0.143,0.491,0.109,2021-22,2
Buddy Hield,IND,29,193.04,99.79024,Oklahoma,Bahamas,2016,1,6,81,15.6,4.4,2.8,-3.6,0.025,0.114,0.214,0.548,0.135,2021-22,1
Bryn Forbes,DEN,28,187.96,92.98636,Michigan State,USA,Undrafted,Undrafted,Undrafted,75,8.8,1.2,1,-0.5,0.007,0.063,0.201,0.574,0.086,2021-22,3
Bruce Brown,BKN,25,193.04,91.625584,Miami,USA,2018,2,42,72,9,4.8,2.1,-0.3,0.056,0.13,0.146,0.575,0.114,2021-22,2
Carmelo Anthony,LAL,38,200.66,107.954896,Syracuse,USA,2003,1,3,69,13.3,4.2,1,-2.9,0.034,0.116,0.195,0.579,0.056,2021-22,1
Bismack Biyombo,PHX,29,203.2,115.66596,None,DRC,2011,1,7,36,5.8,4.6,0.6,5.6,0.117,0.207,0.167,0.596,0.064,2021-22,1
Bam Adebayo,MIA,24,205.74,115.66596,Kentucky,USA,2017,1,14,56,19.1,10.1,3.4,8.1,0.08,0.234,0.248,0.608,0.172,2021-22,1
Alex Len,SAC,29,213.36,113.398,Maryland,Ukraine,2013,1,5,39,6,4.1,1.2,-5.5,0.076,0.168,0.165,0.577,0.104,2021-22,1
Alex Caruso,CHI,28,195.58,84.368112,Texas A&M,USA,Undrafted,Undrafted,Undrafted,41,7.4,3.6,4,5.1,0.029,0.101,0.13,0.528,0.194,2021-22,3
Alekesej Pokusevski,OKC,20,213.36,86.18248,None,Serbia,2020,1,17,61,7.6,5.2,2.1,-2.5,0.054,0.189,0.195,0.485,0.161,2021-22,1
Aleem Ford,ORL,24,203.2,99.79024,Wisconsin,USA,Undrafted,Undrafted,Undrafted,5,2.8,3,0.4,-22.1,0.028,0.16,0.148,0.35,0.043,2021-22,3
Alec Burks,NYK,30,198.12,97.068688,Colorado,USA,2011,1,12,81,11.7,4.9,3,2.3,0.019,0.148,0.171,0.559,0.158,2021-22,1
Al Horford,BOS,36,205.74,108.86208,Florida,Dominican Republic,2007,1,3,69,10.2,7.7,3.4,9.3,0.054,0.201,0.147,0.574,0.159,2021-22,1
Ahmad Caver,IND,25,187.96,78.925008,Old Dominion,USA,2019,Undrafted,Undrafted,1,2,0,0,133.3,0,0,0.5,1,0,2021-22,3
Admiral Schofield,ORL,25,195.58,109.315672,Tennessee,United Kingdom,2019,2,42,38,3.8,2.3,0.7,-13.5,0.033,0.146,0.143,0.538,0.084,2021-22,2
Ade Murkey,SAC,24,195.58,90.7184,Denver,USA,Undrafted,Undrafted,Undrafted,1,0,0,0,-33.3,0,0,0,0,0,2021-22,3
Abdel Nader,PHX,28,195.58,102.0582,Iowa State,Egypt,2016,2,58,14,2.4,1.9,0.5,-0.9,0.026,0.145,0.139,0.431,0.065,2021-22,2
Aaron Wiggins,OKC,23,193.04,86.18248,Maryland,USA,2021,2,55,50,8.3,3.6,1.4,-8.1,0.04,0.098,0.149,0.556,0.083,2021-22,2
Aaron Nesmith,BOS,22,195.58,97.52228,Vanderbilt,USA,2020,1,14,52,3.8,1.7,0.4,3,0.025,0.117,0.164,0.507,0.057,2021-22,1
Aaron Holiday,PHX,25,182.88,83.91452,UCLA,USA,2018,1,23,63,6.3,1.9,2.4,-1.4,0.023,0.092,0.182,0.544,0.223,2021-22,1
Aaron Henry,PHI,22,195.58,95.25432,Michigan State,USA,Undrafted,Undrafted,Undrafted,6,0.3,0.2,0,-56,0,0.048,0.149,0.2,0,2021-22,3
Aaron Gordon,DEN,26,203.2,106.59412,Arizona,USA,2014,1,4,75,15,5.9,2.5,6.2,0.057,0.129,0.194,0.602,0.109,2021-22,1
Alfonzo McKinnie,CHI,29,200.66,97.52228,Wisc.-Green Bay,USA,Undrafted,Undrafted,Undrafted,17,3.5,1.9,0.3,-12.9,0.059,0.115,0.148,0.457,0.034,2021-22,3
Ben McLemore,POR,29,190.5,88.45044,Kansas,USA,2013,1,7,64,10.2,1.6,0.9,-13.1,0.009,0.072,0.207,0.567,0.077,2021-22,1
Alize Johnson,NOP,26,203.2,96.161504,Missouri State,USA,2018,2,50,23,1.8,2.7,0.4,-10.6,0.156,0.202,0.14,0.463,0.08,2021-22,2
Amir Coffey,LAC,25,200.66,95.25432,Minnesota,USA,Undrafted,Undrafted,Undrafted,69,9,2.9,1.8,-0.9,0.017,0.102,0.154,0.598,0.112,2021-22,3
BJ Johnson,ORL,26,198.12,90.7184,La Salle,USA,Undrafted,Undrafted,Undrafted,4,6.5,3.8,0,-9.2,0.091,0.122,0.169,0.52,0,2021-22,3
Ayo Dosunmu,CHI,22,193.04,90.7184,Illinois,USA,2021,2,38,77,8.8,2.8,3.3,-5,0.013,0.09,0.138,0.596,0.164,2021-22,2
Avery Bradley,LAL,31,190.5,81.64656,Texas-Austin,USA,2010,1,19,62,6.4,2.2,0.8,-5.8,0.021,0.073,0.119,0.55,0.046,2021-22,1
Austin Rivers,DEN,29,193.04,90.7184,Duke,USA,2012,1,10,67,6,1.7,1.3,1.9,0.014,0.063,0.123,0.546,0.082,2021-22,1
Austin Reaves,LAL,24,195.58,89.357624,Oklahoma,USA,Undrafted,Undrafted,Undrafted,61,7.3,3.2,1.8,1.8,0.031,0.099,0.121,0.6,0.101,2021-22,3
Arnoldas Kulboka,CHA,24,208.28,94.800728,None,Lithuania,2018,2,55,2,0,0,0,-100,0,0,0.071,0,0,2021-22,2
Armoni Brooks,TOR,24,190.5,88.45044,Houston,USA,2019,Undrafted,Undrafted,54,5.3,1.9,1.1,-3.8,0.021,0.097,0.159,0.483,0.105,2021-22,3
Anthony Lamb,HOU,24,198.12,102.965384,Vermont,USA,Undrafted,Undrafted,Undrafted,2,0,0.5,1,29.4,0,0.125,0.105,0,0.4,2021-22,3
Anthony Gill,WAS,29,200.66,104.32616,Virginia,USA,Undrafted,Undrafted,Undrafted,44,4.1,1.9,0.6,5.8,0.075,0.112,0.138,0.682,0.08,2021-22,3
Anthony Edwards,MIN,20,193.04,102.0582,Georgia,USA,2020,1,1,72,21.3,4.8,3.8,4,0.023,0.113,0.262,0.56,0.173,2021-22,1
Anthony Davis,LAL,29,208.28,114.758776,Kentucky,USA,2012,1,1,40,23.2,9.9,3.1,-3,0.072,0.196,0.263,0.578,0.147,2021-22,1
Anfernee Simons,POR,23,190.5,82.100152,None,USA,2018,1,24,57,17.3,2.6,3.9,-2.5,0.015,0.075,0.244,0.583,0.219,2021-22,1
Andrew Wiggins,GSW,27,200.66,89.357624,Kansas,Canada,2014,1,1,73,17.2,4.5,2.2,5.8,0.036,0.095,0.224,0.56,0.109,2021-22,1
Andre Iguodala,GSW,38,198.12,97.52228,Arizona,USA,2004,1,9,31,4,3.2,3.7,8.7,0.035,0.117,0.113,0.478,0.263,2021-22,1
Andre Drummond,BKN,28,208.28,126.552168,Connecticut,USA,2012,1,9,73,7.9,9.3,1.8,2.4,0.155,0.305,0.181,0.574,0.13,2021-22,1
Alperen Sengun,HOU,19,208.28,110.222856,None,Turkey,2021,1,16,72,9.6,5.5,2.6,-10.2,0.089,0.174,0.214,0.552,0.193,2021-22,1
Carsen Edwards,DET,24,180.34,90.7184,Purdue,USA,2019,2,33,4,5.8,1.5,3.5,-5.9,0.022,0.044,0.179,0.378,0.25,2021-22,2
Cassius Stanley,DET,22,195.58,86.18248,Duke,USA,2020,2,54,9,5.8,2.1,0.4,-4.3,0.028,0.084,0.148,0.516,0.043,2021-22,2
Cassius Winston,WAS,24,185.42,83.91452,Michigan State,USA,2020,2,53,7,2,0.1,1,-3.4,0,0.027,0.184,0.549,0.28,2021-22,2
De'Anthony Melton,MEM,24,187.96,90.7184,Southern California,USA,2018,2,46,73,10.8,4.5,2.7,5.6,0.034,0.15,0.205,0.529,0.157,2021-22,2
De'Andre Hunter,ATL,24,203.2,100.243832,Virginia,USA,2019,1,4,53,13.4,3.3,1.3,0.7,0.016,0.093,0.194,0.547,0.06,2021-22,1
De'Aaron Fox,SAC,24,190.5,83.91452,Kentucky,USA,2017,1,5,59,23.2,3.9,5.6,-4.4,0.012,0.096,0.284,0.549,0.254,2021-22,1
Day'Ron Sharpe,BKN,20,205.74,120.20188,North Carolina,USA,2021,1,29,32,6.2,5,0.5,6.9,0.197,0.198,0.205,0.593,0.062,2021-22,1
Davon Reed,DEN,27,195.58,93.439952,Miami,USA,2017,2,32,48,4.4,2.3,1.1,0.3,0.021,0.14,0.117,0.624,0.115,2021-22,2
Davis Bertans,DAL,29,208.28,102.0582,None,Latvia,2011,2,42,56,5.6,2.1,0.6,1,0.014,0.127,0.165,0.531,0.054,2021-22,2
Davion Mitchell,SAC,23,182.88,91.625584,Baylor,USA,2021,1,9,75,11.5,2.2,4.2,-6,0.015,0.062,0.202,0.489,0.235,2021-22,1
David Nwaba,HOU,29,195.58,99.336648,Cal Poly,USA,Undrafted,Undrafted,Undrafted,46,5.1,3.3,0.8,-9,0.061,0.179,0.15,0.567,0.085,2021-22,3
David Johnson,TOR,21,193.04,92.079176,Louisville,USA,2021,2,47,2,0,0,0,-75,0,0,0.143,0,0,2021-22,2
David Duke Jr.,BKN,22,193.04,92.532768,Providence,USA,Undrafted,Undrafted,Undrafted,22,4.7,3,0.8,0.1,0.077,0.105,0.15,0.444,0.066,2021-22,3
Darren Collison,LAL,34,182.88,72.57472,UCLA,USA,2009,1,21,3,1.3,1.3,0.7,-18.4,0,0.091,0.077,0.286,0.063,2021-22,1
Darius Garland,CLE,22,185.42,87.089664,Vanderbilt,USA,2019,1,5,68,21.7,3.3,8.6,6.6,0.017,0.074,0.272,0.576,0.378,2021-22,1
Darius Bazley,OKC,22,203.2,94.347136,None,USA,2019,1,23,69,10.8,6.3,1.4,-11.3,0.034,0.176,0.18,0.515,0.078,2021-22,1
Danuel House Jr.,UTA,29,198.12,99.79024,Texas A&M,USA,Undrafted,Undrafted,Undrafted,42,5.9,2.6,1,3.8,0.023,0.118,0.146,0.555,0.087,2021-22,3
Danny Green,PHI,35,198.12,97.52228,North Carolina,USA,2009,2,46,62,5.9,2.5,1,3,0.025,0.091,0.121,0.561,0.065,2021-22,2
DeAndre Jordan,PHI,33,210.82,120.20188,Texas A&M,USA,2008,2,35,48,4.3,5.5,0.4,-10.8,0.127,0.262,0.132,0.641,0.051,2021-22,2
Danilo Gallinari,ATL,33,208.28,107.047712,None,Italy,2008,1,6,66,11.7,4.7,1.5,3.4,0.021,0.161,0.182,0.579,0.086,2021-22,1
DeAndre' Bembry,MIL,27,195.58,95.25432,St. Joseph's (PA),USA,2016,1,21,56,5.1,2.9,1.2,-0.6,0.042,0.106,0.111,0.601,0.087,2021-22,1
DeMar DeRozan,CHI,32,198.12,99.79024,Southern California,USA,2009,1,9,76,27.9,5.2,4.9,1.1,0.021,0.122,0.308,0.59,0.228,2021-22,1
Derrick White,BOS,27,193.04,86.18248,Colorado,USA,2017,1,29,75,13.2,3.5,4.9,4.9,0.017,0.094,0.196,0.549,0.231,2021-22,1
Derrick Walton Jr.,DET,27,182.88,83.91452,Michigan,USA,Undrafted,Undrafted,Undrafted,3,6.3,3.3,7,0.5,0.015,0.068,0.142,0.342,0.269,2021-22,3
Derrick Rose,NYK,33,187.96,90.7184,Memphis,USA,2008,1,1,26,12,3,4,5.8,0.032,0.08,0.217,0.541,0.266,2021-22,1
Derrick Jones Jr.,CHI,25,198.12,95.25432,UNLV,USA,Undrafted,Undrafted,Undrafted,51,5.6,3.3,0.6,2.7,0.068,0.121,0.119,0.633,0.043,2021-22,3
Derrick Favors,OKC,30,205.74,120.20188,Georgia Tech,USA,2010,1,3,39,5.3,4.7,0.6,-11,0.079,0.178,0.131,0.534,0.061,2021-22,1
Denzel Valentine,UTA,28,193.04,99.79024,Michigan State,USA,2016,1,14,24,2.9,1.8,0.5,-5.1,0.04,0.15,0.15,0.523,0.074,2021-22,1
Dennis Smith Jr.,POR,24,187.96,92.98636,North Carolina State,USA,2017,1,9,37,5.6,2.4,3.6,-9.8,0.029,0.107,0.173,0.474,0.311,2021-22,1
Dennis Schroder,HOU,28,185.42,78.017824,None,Germany,2013,1,17,64,13.5,3.3,4.6,-1,0.018,0.097,0.223,0.539,0.256,2021-22,1
Deni Avdija,WAS,21,205.74,95.25432,None,Israel,2020,1,9,82,8.4,5.2,2,-1,0.027,0.182,0.158,0.536,0.117,2021-22,1
Delon Wright,ATL,30,195.58,83.91452,Utah,USA,2015,1,20,77,4.4,2.9,2.4,2.8,0.035,0.116,0.101,0.576,0.178,2021-22,1
Dejounte Murray,SAS,25,193.04,81.64656,Washington,USA,2016,1,29,68,21.1,8.3,9.2,1.9,0.031,0.196,0.268,0.533,0.388,2021-22,1
Deividas Sirvydis,DET,22,203.2,86.18248,None,Lithuania,2019,2,37,3,1,2,0.3,-42.3,0,0.2,0.149,0.15,0.063,2021-22,2
Deandre Ayton,PHX,23,210.82,113.398,Arizona,Bahamas,2018,1,1,58,17.2,10.2,1.4,9.6,0.093,0.241,0.217,0.656,0.071,2021-22,1
Dean Wade,CLE,25,205.74,103.418976,Kansas State,USA,Undrafted,Undrafted,Undrafted,51,5.3,2.9,1,2,0.031,0.12,0.107,0.584,0.077,2021-22,3
DeMarcus Cousins,DEN,31,208.28,122.46984,Kentucky,USA,2010,1,5,48,9,5.6,1.5,2.2,0.103,0.281,0.267,0.567,0.153,2021-22,1
DeJon Jarreau,IND,24,195.58,83.91452,Houston,USA,Undrafted,Undrafted,Undrafted,1,0,0,0,100,0,0,0,0,0,2021-22,3
Daniel Theis,BOS,30,205.74,111.13004,None,Germany,Undrafted,Undrafted,Undrafted,47,8.2,4.9,0.9,-3.9,0.061,0.159,0.162,0.595,0.068,2021-22,3
Daniel Oturu,TOR,22,203.2,108.86208,Minnesota,USA,2020,2,33,3,3,1.7,0,-36.8,0.036,0.148,0.125,0.549,0,2021-22,2
Daniel Gafford,WAS,23,205.74,106.140528,Arkansas,USA,2019,2,38,72,9.4,5.7,0.9,-6.9,0.107,0.169,0.16,0.708,0.071,2021-22,2
Chuma Okeke,ORL,23,198.12,103.872568,Auburn,USA,2019,1,16,70,8.6,5,1.7,-8.8,0.024,0.165,0.159,0.501,0.104,2021-22,1
Christian Wood,HOU,26,205.74,97.068688,UNLV,USA,Undrafted,Undrafted,Undrafted,68,17.9,10.1,2.3,-9.1,0.051,0.265,0.233,0.595,0.124,2021-22,3
Chris Silva,MIA,25,203.2,106.140528,South Carolina,Gabon,Undrafted,Undrafted,Undrafted,10,2.6,3.6,0.7,-16.1,0.127,0.274,0.123,0.641,0.13,2021-22,3
Chris Paul,PHX,37,182.88,79.3786,Wake Forest,USA,2005,1,4,65,14.7,4.4,10.8,10,0.011,0.113,0.197,0.581,0.434,2021-22,1
Chris Duarte,IND,25,195.58,86.18248,Oregon,Dominican Republic,2021,1,13,55,13.1,4.1,2.1,-2,0.026,0.117,0.207,0.537,0.11,2021-22,1
Chris Chiozza,GSW,26,180.34,79.3786,Florida,USA,Undrafted,Undrafted,Undrafted,34,2,1.1,1.9,-7.9,0.023,0.073,0.132,0.407,0.264,2021-22,3
Chris Boucher,TOR,29,205.74,90.7184,Oregon,Saint Lucia,Undrafted,Undrafted,Undrafted,80,9.4,6.2,0.3,5.3,0.095,0.183,0.172,0.57,0.022,2021-22,3
Chimezie Metu,SAC,25,205.74,102.0582,Southern California,USA,2018,2,49,60,8.9,5.6,1,-5.7,0.027,0.227,0.184,0.546,0.071,2021-22,2
Cheick Diallo,DET,25,203.2,99.336648,Kansas,Mali,2016,2,33,3,3.7,4,0,-50.7,0.098,0.296,0.145,0.517,0,2021-22,2
Chaundee Brown Jr.,ATL,23,195.58,97.52228,Michigan,USA,Undrafted,Undrafted,Undrafted,5,6.2,3.2,0.8,-8.7,0.009,0.139,0.146,0.447,0.056,2021-22,3
Charlie Brown Jr.,PHI,25,198.12,90.264808,St. Joseph's (PA),USA,Undrafted,Undrafted,Undrafted,22,1.4,1.5,0.3,-3.6,0.067,0.088,0.105,0.346,0.045,2021-22,3
Charles Bassey,PHI,21,205.74,104.32616,Western Kentucky,Nigeria,2021,2,53,23,3,2.7,0.3,-8.8,0.124,0.233,0.152,0.66,0.07,2021-22,2
Chandler Hutchison,PHX,26,198.12,95.25432,Boise State,USA,2018,1,22,6,0.7,0.8,0.3,27.3,0,0.167,0.111,0.694,0.105,2021-22,1
Cedi Osman,CLE,27,200.66,104.32616,None,Turkey,2015,2,31,66,10.7,2.2,2,-1.8,0.017,0.08,0.206,0.563,0.144,2021-22,2
Cat Barber,ATL,27,185.42,78.471416,North Carolina State,USA,2016,Undrafted,Undrafted,3,0,1,1,34.6,0.091,0.286,0.219,0,0.2,2021-22,3
Clint Capela,ATL,28,208.28,116.119552,None,Switzerland,2014,1,25,74,11.1,11.9,1.2,3.3,0.133,0.284,0.149,0.604,0.062,2021-22,1
Coby White,CHI,22,193.04,88.45044,North Carolina,USA,2019,1,7,61,12.7,3,2.9,-1.2,0.011,0.099,0.195,0.564,0.147,2021-22,1
Cody Martin,CHA,26,198.12,92.98636,Nevada-Reno,USA,2019,2,36,71,7.7,4,2.5,0.1,0.043,0.108,0.12,0.579,0.124,2021-22,2
Jonas Valanciunas,NOP,30,210.82,120.20188,None,Lithuania,2011,1,5,74,17.8,11.4,2.6,1.2,0.1,0.28,0.238,0.617,0.137,2021-22,1
Damyean Dotson,NYK,28,195.58,95.25432,Houston,USA,2017,2,44,2,2,1,0.5,-0.8,0,0.111,0.089,0.5,0.071,2021-22,2
Damion Lee,GSW,29,195.58,95.25432,Drexel,USA,Undrafted,Undrafted,Undrafted,63,7.4,3.2,1,2.8,0.022,0.136,0.156,0.561,0.072,2021-22,3
Damian Lillard,POR,31,187.96,88.45044,Weber State,USA,2012,1,6,29,24,4.1,7.3,-1.8,0.012,0.104,0.288,0.55,0.321,2021-22,1
Damian Jones,SAC,27,210.82,111.13004,Vanderbilt,USA,2016,1,30,56,8.1,4.4,1.2,-6.8,0.074,0.164,0.163,0.701,0.106,2021-22,1
Dalano Banton,TOR,22,200.66,92.532768,Nebraska,Canada,2021,2,46,64,3.2,1.9,1.5,1.5,0.048,0.124,0.159,0.463,0.197,2021-22,2
Dakota Mathias,MEM,26,193.04,90.7184,Purdue,USA,2018,Undrafted,Undrafted,6,1,0.3,0.2,-25.4,0,0.154,0.15,0.5,0.125,2021-22,3
Daishen Nix,HOU,20,193.04,102.511792,None,USA,Undrafted,Undrafted,Undrafted,24,3.2,1.4,1.7,-6.6,0.026,0.103,0.167,0.48,0.208,2021-22,3
Devin Booker,PHX,25,195.58,93.439952,Kentucky,USA,2015,1,13,68,26.8,5,4.8,9.5,0.02,0.117,0.313,0.576,0.212,2021-22,1
DaQuan Jeffries,MEM,24,195.58,100.697424,Tulsa,USA,Undrafted,Undrafted,Undrafted,3,0.7,0.7,0.3,-10.5,0,0.25,0.091,0.5,0.167,2021-22,3
D.J. Augustin,LAL,34,180.34,83.007336,Texas-Austin,USA,2008,1,9,55,5.3,1.2,1.9,-10.6,0.012,0.065,0.139,0.61,0.176,2021-22,1
D'Angelo Russell,MIN,26,193.04,87.543256,Ohio State,USA,2015,1,2,65,18.1,3.3,7.1,4.7,0.011,0.089,0.246,0.544,0.32,2021-22,1
Craig Sword,WAS,28,190.5,88.904032,Mississippi State,USA,Undrafted,Undrafted,Undrafted,3,2,0,0.3,8.3,0,0,0.125,0.75,0.1,2021-22,3
Cory Joseph,DET,30,190.5,90.7184,Texas-Austin,Canada,2011,1,29,65,8,2.7,3.6,-6.4,0.017,0.092,0.141,0.579,0.22,2021-22,1
Corey Kispert,WAS,23,198.12,101.604608,Gonzaga,USA,2021,1,15,77,8.2,2.7,1.1,0.1,0.03,0.084,0.142,0.586,0.064,2021-22,1
Collin Sexton,CLE,23,185.42,86.18248,Alabama,USA,2018,1,8,11,16,3.3,2.1,-5.8,0.041,0.066,0.264,0.523,0.125,2021-22,1
Cole Anthony,ORL,22,190.5,83.91452,North Carolina,USA,2020,1,15,65,16.3,5.4,5.7,-5.4,0.015,0.145,0.245,0.519,0.281,2021-22,1
D.J. Wilson,TOR,26,208.28,104.779752,Michigan,USA,2017,1,17,4,7.5,4,1.3,-16.5,0.017,0.238,0.159,0.773,0.147,2021-22,1
Jonathan Kuminga,GSW,19,200.66,102.0582,None,DRC,2021,1,7,70,9.3,3.3,0.9,1.9,0.047,0.139,0.227,0.6,0.087,2021-22,1
Klay Thompson,GSW,32,198.12,99.79024,Washington State,USA,2011,1,11,32,20.4,3.9,2.8,3.3,0.015,0.106,0.284,0.547,0.153,2021-22,1
Jordan Clarkson,UTA,30,193.04,87.996848,Missouri,USA,2014,2,46,79,16,3.5,2.5,8.7,0.03,0.091,0.258,0.532,0.144,2021-22,2
Santi Aldama,MEM,21,210.82,97.52228,Loyola-Maryland,Spain,2021,1,30,32,4.1,2.7,0.7,1.3,0.077,0.15,0.174,0.452,0.08,2021-22,1
Sandro Mamukelashvili,MIL,23,205.74,108.86208,Seton Hall,Georgia,2021,2,54,41,3.8,2,0.5,-17.6,0.079,0.116,0.142,0.618,0.084,2021-22,2
Sam Merrill,MEM,26,193.04,92.98636,Utah State,USA,2020,2,60,6,4.2,1.2,0.7,-11.1,0.012,0.107,0.178,0.485,0.108,2021-22,2
Sam Hauser,BOS,24,200.66,98.429464,Virginia,USA,Undrafted,Undrafted,Undrafted,26,2.5,1.1,0.4,-0.3,0.03,0.133,0.136,0.65,0.095,2021-22,3
Sam Dekker,TOR,28,203.2,99.336648,Wisconsin,USA,2015,1,18,1,0,0,0,-250,0,0,0,0,0,2021-22,1
Saddiq Bey,DET,23,200.66,97.52228,Villanova,USA,2020,1,19,82,16.1,5.4,2.8,-9.3,0.035,0.125,0.209,0.529,0.138,2021-22,1
Saben Lee,DET,23,187.96,83.007336,Vanderbilt,USA,2020,2,38,37,5.6,2.4,2.9,-5.7,0.026,0.113,0.169,0.499,0.274,2021-22,2
Ryan Arcidiacono,NYK,28,190.5,88.45044,Villanova,USA,Undrafted,Undrafted,Undrafted,10,1.6,0.8,0.4,-8.2,0,0.105,0.085,0.667,0.091,2021-22,3
Russell Westbrook,LAL,33,190.5,90.7184,UCLA,USA,2008,1,4,78,18.5,7.4,7.1,-4,0.039,0.165,0.264,0.512,0.311,2021-22,1
Rui Hachimura,WAS,24,203.2,104.32616,Gonzaga,Japan,2019,1,9,42,11.3,3.8,1.1,-7.1,0.027,0.143,0.205,0.579,0.08,2021-22,1
Rudy Gobert,UTA,30,215.9,117.026736,None,France,2013,1,27,66,15.6,14.7,1.1,9.6,0.114,0.312,0.166,0.732,0.052,2021-22,1
Rudy Gay,UTA,35,203.2,113.398,Connecticut,USA,2006,1,8,55,8.1,4.4,1,8.7,0.05,0.166,0.185,0.539,0.078,2021-22,1
Royce O'Neale,UTA,29,195.58,102.511792,Baylor,USA,Undrafted,Undrafted,Undrafted,77,7.4,4.8,2.5,5.3,0.027,0.12,0.098,0.608,0.104,2021-22,3
Romeo Langford,SAS,22,195.58,97.975872,Indiana,USA,2019,1,14,48,4.5,2.3,0.4,1,0.035,0.092,0.123,0.52,0.04,2021-22,1
Rodney McGruder,DET,30,193.04,92.98636,Kansas State,USA,Undrafted,Undrafted,Undrafted,51,5.4,2.2,0.9,-3.7,0.037,0.104,0.142,0.577,0.094,2021-22,3
Scottie Barnes,TOR,20,200.66,102.0582,Florida State,USA,2021,1,4,74,15.3,7.5,3.5,1.8,0.068,0.141,0.187,0.552,0.15,2021-22,1
