"","X","age","state.code","county.code","income","sex","education","race","degree","employed","person","county","subregion","lat","long","group"
"3053",1809,31,6,0,137364.651412703,"female",16,"White-Asian","4-year degree",1,1847,"unknown","los angeles",32.900573899192,-117.208494838333,1
"3054",1296,35,6,0,0,"female",12,"American Indian, Alaskan Native only (AI)","no 4-year degree",NA,1260,"unknown","san luis obispo",38.3563077919548,-121.489908091129,1
"3055",678,30,6,75,73856.3144649379,"female",18,"Asian only","4-year degree",1,1881,"san francisco","san francisco",37.7483750199472,-122.413071949988,1
"3056",1832,35,6,95,61601.6582995653,"male",12,"White only","no 4-year degree",1,2252,"solano","solano",38.2119388040136,-121.927273885153,1
"3057",469,27,6,37,0,"male",16,"Asian only","4-year degree",NA,383,"los angeles","los angeles",34.1087648095047,-118.366120183049,1
"3058",265,35,6,37,20000,"male",11,"White only","no 4-year degree",0,260,"los angeles","los angeles",33.9826548246211,-118.327350950799,1
"3059",1610,27,6,1,101105.499163363,"male",14,"White only","no 4-year degree",1,1721,"alameda","alameda",37.6610099543501,-121.970782578498,1
"3060",1117,35,6,1,99110.9981187619,"female",16,"Asian only","4-year degree",1,1745,"alameda","alameda",37.6639817163743,-121.860171498762,1
"3061",1529,27,6,37,42012.7346534282,"male",12,"White only","no 4-year degree",1,317,"los angeles","los angeles",33.8923801675623,-118.287499723071,1
"3062",1374,26,6,0,50888.324494008,"female",16,"Asian only","4-year degree",1,2071,"unknown","los angeles",33.0371280103244,-117.172101552271,1
"3063",1658,33,6,37,40359.7953282297,"female",14,"White only","no 4-year degree",1,602,"los angeles","los angeles",33.9907769319985,-118.464404318934,1
"3064",1749,30,6,0,70701.1981224641,"male",13,"White only","no 4-year degree",1,1255,"unknown","san mateo",34.0385666044866,-118.106814183297,1
"3065",240,27,6,59,35062.0426654816,"male",14,"White only","no 4-year degree",1,880,"orange","orange",33.6894397340048,-117.787346283387,1
"3066",503,30,6,0,0,"female",13,"White only","no 4-year degree",NA,1256,"unknown","los angeles",34.0758425811837,-118.317434080119,1
"3067",594,26,6,37,52251.504000742,"female",18,"White only","4-year degree",1,802,"los angeles","los angeles",34.1893727482915,-118.231566980508,1
"3068",656,27,6,0,43437.8231801093,"female",16,"White only","4-year degree",1,1104,"unknown","los angeles",37.69706899457,-122.00476363283,1
"3069",1207,25,6,37,11058.9527344331,"female",14,"White only","no 4-year degree",1,615,"los angeles","los angeles",34.0525729790224,-118.445430714277,1
"3070",1837,30,6,37,80000,"female",16,"White only","4-year degree",NA,258,"los angeles","los angeles",33.9593975527288,-118.277762403977,1
"3071",1248,34,6,1,27482.9974130262,"male",12,"White only","no 4-year degree",1,1722,"alameda","alameda",37.6866794165365,-121.940393867724,1
"3072",222,27,6,37,26707.6602584682,"male",16,"White only","4-year degree",1,675,"los angeles","los angeles",34.2900795472836,-118.354308236152,1
"3073",1272,30,6,19,93777.9223350808,"male",20,"White only","4-year degree",1,124,"fresno","fresno",36.6410611662683,-119.88992673043,1
"3074",1198,30,6,19,47520.497815311,"male",14,"White only","no 4-year degree",1,103,"fresno","fresno",37.0460589856646,-119.401984853814,1
"3075",189,30,6,0,24151.0358965024,"male",12,"White only","no 4-year degree",1,1292,"unknown","los angeles",34.6940139180177,-118.803074833639,1
"3076",214,30,6,0,77813.0165243056,"female",16,"White only","4-year degree",1,1107,"unknown","san diego",37.7231916640897,-122.362441558667,1
"3077",1490,29,6,77,7911.71101331711,"female",14,"Asian only","no 4-year degree",1,2172,"san joaquin","san joaquin",38.0992058566156,-121.153486746179,1
"3078",1882,34,6,37,10670.3272572719,"female",12,"White only","no 4-year degree",1,821,"los angeles","los angeles",34.6296090900956,-118.718712144586,1
"3079",1275,35,6,1,204571.931445971,"female",16,"Asian only","4-year degree",NA,1772,"alameda","alameda",37.6501950199831,-122.014612504159,1
"3080",467,27,6,59,0,"male",16,"Asian only","4-year degree",NA,1018,"orange","orange",33.6972895950625,-117.651888183544,1
"3081",1862,31,6,111,41100.4721978679,"female",14,"White only","no 4-year degree",1,1070,"ventura","ventura",34.7018093683198,-119.205824510644,1
"3082",464,34,6,107,38198.3944180422,"female",16,"White only","4-year degree",1,2257,"tulare","tulare",36.386314971376,-118.604561415952,1
"3083",491,25,6,73,27739.7436117753,"male",13,"White only","no 4-year degree",NA,1621,"san diego","san diego",33.132305868176,-117.280862622219,1
"3084",1313,32,6,37,25430.1581260748,"male",16,"White only","4-year degree",1,326,"los angeles","los angeles",34.1264016064818,-118.271743808753,1
"3085",1314,28,6,83,16610.4788664728,"male",18,"White only","4-year degree",1,2140,"santa barbara","santa barbara",34.6086840214942,-120.052138834946,1
"3086",638,33,6,37,19006.5013468266,"male",14,"Asian only","no 4-year degree",1,478,"los angeles","los angeles",34.3198562395769,-117.967509579903,1
"3087",460,31,6,0,77263.249300886,"female",16,"Asian only","4-year degree",1,2067,"unknown","los angeles",33.9434672550536,-118.231129505601,1
"3088",339,27,6,0,0,"male",20,"White only","4-year degree",NA,2057,"unknown","tulare",37.5148198850403,-121.586531857376,1
"3089",1018,26,6,37,19611.3806481706,"female",12,"Black only","no 4-year degree",1,269,"los angeles","los angeles",33.9753836336989,-118.29604251239,1
"3090",1578,28,6,67,47294.5519287884,"female",14,"White only","no 4-year degree",1,1419,"sacramento","sacramento",38.6218994253808,-121.582341089215,1
"3091",1106,31,6,37,54482.7055092901,"female",13,"White only","no 4-year degree",1,323,"los angeles","los angeles",33.7947256185068,-118.091486581996,1
"3092",1150,33,6,1,53636.2652876414,"male",16,"Asian only","4-year degree",1,1797,"alameda","alameda",37.6871705394005,-121.890138710034,1
"3093",1964,30,6,37,4987.15710476972,"male",13,"White only","no 4-year degree",1,422,"los angeles","los angeles",34.0200769360696,-118.39501151172,1
"3094",218,33,6,37,29742.4375796691,"female",20,"White only","4-year degree",1,731,"los angeles","los angeles",33.9765686734487,-118.240481326641,1
"3095",2069,30,6,37,174262.934790924,"male",16,"Asian only","4-year degree",1,279,"los angeles","los angeles",33.9815235526849,-118.282289384357,1
"3096",1776,28,6,0,138233.428350184,"male",18,"Asian only","4-year degree",1,2001,"unknown","los angeles",37.6622055829927,-121.967447814998,1
"3097",336,32,6,73,105686.85808219,"male",18,"White only","4-year degree",1,1598,"san diego","san diego",33.0062800642467,-117.27474763772,1
"3098",1801,34,6,1,0,"female",12,"White only","no 4-year degree",NA,1763,"alameda","alameda",37.6077056462553,-121.893737283948,1
"3099",298,34,6,89,34125.757881999,"female",13,"White only","no 4-year degree",1,1115,"shasta","shasta",40.6944770990627,-122.429472152207,1
"3100",477,27,6,87,0,"male",13,"White only","no 4-year degree",NA,2121,"santa cruz","santa cruz",37.0342054689021,-121.974785906253,1
"3101",1942,35,6,59,35000,"female",12,"White only","no 4-year degree",1,941,"orange","orange",33.6103383796404,-117.676779037596,1
"3102",1644,32,6,87,0,"male",16,"White only","4-year degree",0,2120,"santa cruz","santa cruz",37.0269748581333,-121.907418803771,1
"3103",340,26,6,0,36892.0370009728,"male",12,"White only","no 4-year degree",1,1192,"unknown","san joaquin",33.7503449654588,-117.744842894434,1
"3104",2132,30,6,67,0,"male",18,"Asian only","4-year degree",0,1462,"sacramento","sacramento",38.3425670907811,-121.440591351703,1
"3105",471,29,6,107,0,"male",10,"White only","no 4-year degree",NA,2262,"tulare","tulare",36.2873915677449,-118.560312537267,1
"3106",295,26,6,73,18982.9164231196,"female",12,"White only","no 4-year degree",1,1580,"san diego","san diego",33.0622991913703,-117.277823148094,1
"3107",784,29,6,29,47627.3595145904,"male",12,"White only","no 4-year degree",1,21,"kern","kern",35.2495705159706,-118.937050613732,1
"3108",189,30,6,0,23129.2143510655,"male",12,"White only","no 4-year degree",1,1292,"unknown","los angeles",38.4859453883294,-122.835887397922,1
"3109",106,25,6,19,19389.7078316426,"male",12,"White only","no 4-year degree",1,111,"fresno","fresno",36.7548631016391,-119.871505545864,1
"3110",1681,32,6,37,101532.889278606,"female",12,"White only","no 4-year degree",1,566,"los angeles","los angeles",34.0306146952251,-118.417566436691,1
"3111",1467,29,6,0,71512.2465421446,"male",16,"White only","4-year degree",1,94,"unknown","los angeles",33.0370783167924,-116.829621681861,1
"3112",38,34,6,111,3745.9870689176,"female",12,"White only","no 4-year degree",1,1069,"ventura","ventura",34.460027819797,-119.06263662058,1
"3113",297,30,6,0,193339.767462946,"male",18,"Asian only","4-year degree",1,1821,"unknown","solano",33.9483528118721,-118.132395758834,1
"3114",1421,27,6,37,13865.7240124885,"male",18,"Asian only","4-year degree",NA,350,"los angeles","los angeles",34.0093305348985,-118.250052035043,1
"3115",1609,34,6,37,40000,"male",13,"White only","no 4-year degree",1,709,"los angeles","los angeles",33.8857042311724,-118.09238034581,1
"3116",1696,32,6,59,0,"female",13,"White only","no 4-year degree",NA,973,"orange","orange",33.7468407239488,-117.777863240304,1
"3117",1171,32,6,95,0,"female",12,"White only","no 4-year degree",NA,2244,"solano","solano",38.3997292767666,-121.84201728483,1
"3118",296,35,6,67,0,"female",16,"White only","4-year degree",NA,1447,"sacramento","sacramento",38.099724824886,-121.76070008396,1
"3119",1268,28,6,0,75438.4124837816,"female",18,"White only","4-year degree",1,2063,"unknown","los angeles",38.3879117952295,-121.527451152418,1
"3120",2037,35,6,95,0,"female",20,"White only","4-year degree",NA,2248,"solano","solano",38.2575112089317,-122.068860286065,1
"3121",434,33,6,59,41925.0940617174,"female",12,"White only","no 4-year degree",1,950,"orange","orange",33.7043045887503,-117.709646233751,1
"3122",1961,25,6,75,59995.972591918,"female",16,"White only","4-year degree",1,1910,"san francisco","san francisco",37.7404653616166,-122.360175271726,1
"3123",894,26,6,83,27502,"female",13,"White only","no 4-year degree",1,2136,"santa barbara","santa barbara",34.6820461472794,-120.061434535483,1
"3124",1454,35,6,73,38134.9566970021,"male",16,"Asian only","4-year degree",1,1508,"san diego","san diego",32.9988629128627,-117.13416841908,1
"3125",1695,29,6,37,136136.293848976,"female",18,"Asian only","4-year degree",1,792,"los angeles","los angeles",33.9176980757886,-118.271085019009,1
"3126",628,34,6,37,15000,"female",20,"White only","4-year degree",1,327,"los angeles","los angeles",33.9664386624109,-118.337401071318,1
"3127",376,34,6,67,26208.6741137318,"male",12,"White only","no 4-year degree",1,1421,"sacramento","sacramento",38.2645371487549,-121.509565090822,1
"3128",188,27,6,0,34855.0974999089,"female",13,"Asian only","no 4-year degree",1,2092,"unknown","los angeles",37.6855890702173,-122.045931457437,1
"3129",663,34,6,1,120000,"male",18,"Black only","4-year degree",1,1693,"alameda","alameda",37.6337660001388,-121.91643461455,1
"3130",2195,26,6,73,20806.7585765384,"female",11,"White only","no 4-year degree",1,1542,"san diego","san diego",32.9933441307688,-117.185620993815,1
"3131",1350,28,6,59,21350.7415680215,"male",12,"Asian only","no 4-year degree",1,911,"orange","orange",33.6452460251377,-117.594456840685,1
"3132",326,30,6,37,50078.2563965768,"female",16,"Asian only","4-year degree",1,570,"los angeles","los angeles",34.3258278961236,-118.566459938365,1
"3133",1214,29,6,0,42149.5158746839,"female",13,"White only","no 4-year degree",1,1136,"unknown","tulare",38.1707787424651,-121.754897144172,1
"3134",589,33,6,37,67649.4746783283,"female",14,"White only","no 4-year degree",1,303,"los angeles","los angeles",34.0328342905002,-118.383980645046,1
"3135",1061,27,6,0,72620.5504499376,"male",18,"White only","4-year degree",1,2066,"unknown","orange",34.0806240831625,-118.374305534439,1
"3136",1348,35,6,37,101849.854886485,"female",16,"White only","4-year degree",1,505,"los angeles","los angeles",34.0618747168885,-118.533391653597,1
"3137",161,35,6,1,158745.387010276,"male",20,"Asian only","4-year degree",1,1790,"alameda","alameda",37.5732429301218,-121.883675548572,1
"3138",450,28,6,59,44527.2338521723,"male",12,"White only","no 4-year degree",1,845,"orange","orange",33.8159435135855,-117.638526662978,1
"3139",680,31,6,1,0,"female",13,"Asian only","no 4-year degree",NA,1796,"alameda","alameda",37.5285313273403,-121.735137120448,1
"3140",1730,28,6,37,0,"male",13,"White only","no 4-year degree",1,473,"los angeles","los angeles",34.0512341142767,-118.202623762786,1
"3141",1634,28,6,37,0,"male",12,"Black only","no 4-year degree",NA,286,"los angeles","los angeles",33.9243535170138,-118.253923365336,1
"3142",1728,31,6,0,20683.9679414406,"male",11,"American Indian, Alaskan Native only (AI)","no 4-year degree",1,1220,"unknown","santa barbara",37.8893075549635,-121.366454026018,1
"3143",1119,30,6,0,1e+05,"female",16,"Asian only","4-year degree",1,1990,"unknown","san diego",33.0608896112775,-117.167036390209,1
"3144",1739,28,6,0,14400,"male",13,"White only","no 4-year degree",1,1159,"unknown","los angeles",34.0075197927305,-118.228423070448,1
"3145",166,28,6,37,45000,"male",12,"White only","no 4-year degree",1,474,"los angeles","los angeles",34.079334011437,-118.561189244062,1
"3146",80,30,6,59,0,"female",13,"White only","no 4-year degree",1,988,"orange","orange",33.7084323285038,-117.740596378397,1
"3147",500,34,6,0,0,"female",14,"White only","no 4-year degree",1,1124,"unknown","los angeles",34.4784163879975,-117.85698054132,1
"3148",1282,29,6,0,18433.4417422302,"female",13,"White only","no 4-year degree",NA,2215,"unknown","alameda",39.013151808926,-120.894821466013,1
"3149",1657,28,6,0,51364.2043084837,"male",16,"Asian only","4-year degree",1,2078,"unknown","fresno",37.7181742411534,-122.027826387617,1
"3150",1043,34,6,37,4725.05358420312,"female",14,"White only","no 4-year degree",1,417,"los angeles","los angeles",34.0211583521408,-118.507871902101,1
"3151",1253,26,6,37,0,"male",13,"White only","no 4-year degree",NA,556,"los angeles","los angeles",33.8933263150801,-118.281497291992,1
"3152",794,31,6,0,0,"male",16,"Asian only","4-year degree",0,1356,"unknown","sacramento",38.4996293395571,-121.501021086591,1
"3153",821,30,6,37,782.003154829144,"male",16,"Black only","4-year degree",1,684,"los angeles","los angeles",34.0611473594776,-118.268592752742,1
"3154",2129,28,6,37,0,"female",14,"White only","no 4-year degree",NA,820,"los angeles","los angeles",33.9958875792521,-118.22671247157,1
"3155",1075,35,6,59,45435.1597861387,"male",13,"White only","no 4-year degree",1,856,"orange","orange",33.7334146764584,-117.943634862517,1
"3156",115,25,6,0,0,"male",13,"American Indian, Alaskan Native only (AI)","no 4-year degree",NA,1148,"unknown","stanislaus",33.9639739953128,-118.131961393822,1
"3157",1188,27,6,59,13000,"female",16,"Asian only","4-year degree",1,863,"orange","orange",33.7082381951054,-117.747739959479,1
"3158",50,26,6,59,65000,"male",14,"White only","no 4-year degree",1,843,"orange","orange",33.6936801027221,-117.648705915697,1
"3159",106,25,6,19,21180,"male",12,"White only","no 4-year degree",1,111,"fresno","fresno",36.928478572472,-119.55947299727,1
"3160",511,34,6,0,71675.81195198,"male",14,"White-Asian","no 4-year degree",1,1809,"unknown","los angeles",33.9732728592727,-118.304285436312,1
"3161",860,28,6,0,69049.6782805771,"female",16,"White only","4-year degree",1,2065,"unknown","los angeles",32.9340725582786,-117.203221043937,1
"3162",1627,25,6,99,32738.3204405196,"female",12,"White only","no 4-year degree",1,1050,"stanislaus","stanislaus",37.4678781253187,-121.140470671497,1
"3163",436,25,6,37,0,"male",14,"White only","no 4-year degree",NA,386,"los angeles","los angeles",34.0666108799291,-118.415298118213,1
"3164",853,30,6,0,34971.4569245931,"female",12,"White only","no 4-year degree",1,2090,"unknown","kings",33.6683669455499,-117.474485256764,1
"3165",1148,33,6,29,50251.1852659285,"female",16,"White only","4-year degree",1,47,"kern","kern",35.2168876274067,-119.303161726485,1
"3166",898,27,6,37,73970.2693003564,"male",18,"White only","4-year degree",1,394,"los angeles","los angeles",34.11035753571,-118.350731176468,1
"3167",620,26,6,37,0,"male",16,"White only","4-year degree",NA,225,"los angeles","los angeles",34.0927821421152,-118.460323508708,1
"3168",1384,25,6,37,9804.87993126735,"male",18,"Black-Asian","4-year degree",1,773,"los angeles","los angeles",34.0932124256968,-118.665225846439,1
"3169",2081,31,6,0,73738.6526460759,"male",14,"Asian only","no 4-year degree",1,2029,"unknown","butte",37.7431409145345,-122.389576075169,1
"3170",130,30,6,111,29768.0007414892,"male",13,"White only","no 4-year degree",1,1064,"ventura","ventura",34.5612431288181,-119.056204735785,1
"3171",1306,35,6,111,205826.900722459,"male",12,"White only","no 4-year degree",1,1090,"ventura","ventura",34.1690592133476,-118.964178460114,1
"3172",1141,26,6,37,50900.2391993999,"male",18,"White only","4-year degree",1,625,"los angeles","los angeles",33.7934870782497,-118.356702995811,1
"3173",1346,30,6,37,39694.6023229882,"male",12,"White only","no 4-year degree",1,302,"los angeles","los angeles",34.1034919518428,-118.484094175962,1
"3174",1946,29,6,0,20957.8221132979,"female",16,"White only","4-year degree",1,1835,"unknown","ventura",34.0928012567825,-118.402463122083,1
"3175",55,26,6,0,21306.236380944,"male",11,"White only","no 4-year degree",1,1134,"unknown","alameda",36.8500127885493,-119.700094150024,1
"3176",1694,25,6,37,15285.4888495058,"male",13,"White only","no 4-year degree",1,587,"los angeles","los angeles",34.032199041784,-118.145945886383,1
"3177",1547,27,6,37,1144.61057045963,"female",12,"White only","no 4-year degree",1,310,"los angeles","los angeles",34.2397552654138,-118.462921755198,1
"3178",854,26,6,37,0,"female",12,"White only","no 4-year degree",NA,392,"los angeles","los angeles",34.802017190586,-118.879268282222,1
"3179",711,30,6,0,0,"female",13,"American Indian, Alaskan Native only (AI)","no 4-year degree",NA,1369,"unknown","san diego",37.4048742766604,-122.255222039199,1
"3180",1821,30,6,1,57517.48284325,"male",16,"White only","4-year degree",NA,1756,"alameda","alameda",37.6492187465572,-121.956506659282,1
"3181",1891,27,6,59,0,"female",16,"American Indian, Alaskan Native only (AI)","4-year degree",NA,879,"orange","orange",33.6882695665432,-117.615093784335,1
"3182",966,32,6,0,149639.783855528,"male",16,"Asian only","4-year degree",1,1989,"unknown","ventura",38.5413569340812,-123.013840095875,1
"3183",961,27,6,0,49615.6708025694,"female",13,"White only","no 4-year degree",1,2061,"unknown","monterey",37.922427583649,-120.985631899675,1
"3184",408,28,6,79,46381.1130970716,"female",14,"White only","no 4-year degree",1,2112,"san luis obispo","san luis obispo",35.291427016494,-120.570453590931,1
"3185",1547,27,6,37,1115.24653504137,"female",12,"White only","no 4-year degree",1,310,"los angeles","los angeles",34.3348906732641,-118.154141569383,1
"3186",214,30,6,0,71755.357288057,"female",16,"White only","4-year degree",1,1107,"unknown","san diego",34.1199439958361,-118.151603848708,1
"3187",676,28,6,37,28759.6717849374,"male",16,"White only","4-year degree",1,521,"los angeles","los angeles",34.1940149969133,-118.241244244767,1
"3188",1338,28,6,81,0,"female",20,"White-AI","4-year degree",NA,1913,"san mateo","san mateo",37.3827138878925,-122.293454413517,1
"3189",1049,33,6,83,75000,"male",12,"White only","no 4-year degree",1,2126,"santa barbara","santa barbara",34.5824651359307,-119.975170478083,1
"3190",1720,33,6,0,66995.9610148799,"male",18,"White only","4-year degree",1,1358,"unknown","san mateo",32.9144821939528,-116.756405765693,1
"3191",1749,30,6,0,69112.0419191197,"male",13,"White only","no 4-year degree",1,1255,"unknown","san mateo",33.6955810977669,-117.78594987677,1
"3192",1505,34,6,107,0,"female",11,"White only","no 4-year degree",NA,2261,"tulare","tulare",36.251146133639,-118.751558731442,1
"3193",1082,34,6,0,110820.404444542,"female",20,"White only","4-year degree",1,1352,"unknown","ventura",33.1108691865614,-117.197522770773,1
"3194",1709,32,6,0,114039.848338813,"female",16,"White only","4-year degree",1,2002,"unknown","san francisco",38.147849662603,-121.973095211349,1
"3195",1442,31,6,37,91476.8212009221,"female",16,"White only","4-year degree",1,463,"los angeles","los angeles",34.2166766253906,-118.219506602576,1
"3196",2230,32,6,0,31910.641527269,"male",12,"White only","no 4-year degree",1,1236,"unknown","los angeles",34.1027580283796,-118.23761052519,1
"3197",1518,35,6,37,35445.3753468115,"female",9,"Black only","no 4-year degree",1,612,"los angeles","los angeles",34.0239314956433,-118.353317426824,1
"3198",1531,34,6,73,68329.6837336384,"male",9,"White only","no 4-year degree",1,1645,"san diego","san diego",33.0830652500718,-116.931636167032,1
"3199",1270,29,6,0,0,"male",14,"White only","no 4-year degree",NA,1186,"unknown","orange",37.9407901032402,-121.254023650612,1
"3200",2122,29,6,73,32000,"male",12,"White only","no 4-year degree",1,1526,"san diego","san diego",32.7885276177743,-117.20497923939,1
"3201",2102,35,6,37,0,"female",13,"White only","no 4-year degree",NA,575,"los angeles","los angeles",34.0510582253325,-118.309548283032,1
"3202",2140,29,6,61,40237.3821865767,"female",16,"White only","4-year degree",1,1383,"placer","placer",39.0088915667252,-120.724748219573,1
"3203",1116,27,6,37,18511.2799995113,"female",12,"White only","no 4-year degree",0,561,"los angeles","los angeles",34.048984486679,-118.427675007001,1
"3204",307,35,6,1,64646.4643478394,"female",20,"White only","4-year degree",1,1783,"alameda","alameda",37.6581043470949,-122.047396247277,1
"3205",2247,34,6,37,40366.8612742331,"female",11,"White only","no 4-year degree",1,641,"los angeles","los angeles",33.9817226160046,-118.227214501859,1
"3206",1725,35,6,107,11598.351076385,"female",11,"White only","no 4-year degree",NA,2266,"tulare","tulare",36.2978297687194,-118.503835195225,1
"3207",1280,32,6,0,15814.4409405068,"female",12,"White only","no 4-year degree",1,1327,"unknown","sonoma",37.4146114959218,-122.330944766379,1
"3208",1167,31,6,37,21269.7783755139,"female",16,"Black only","4-year degree",0,778,"los angeles","los angeles",34.0158892134868,-118.021298611119,1
"3209",854,26,6,37,0,"female",12,"White only","no 4-year degree",NA,392,"los angeles","los angeles",34.0643204009573,-118.114799612716,1
"3210",2244,29,6,0,45000,"female",12,"White only","no 4-year degree",1,1195,"unknown","tulare",36.5215348490984,-118.538873325616,1
"3211",841,26,6,1,0,"male",20,"White only","4-year degree",NA,1746,"alameda","alameda",37.5143805382449,-121.88375899286,1
"3212",26,27,6,81,63000,"male",18,"White only","4-year degree",1,1948,"san mateo","san mateo",37.3577314169608,-122.311224902221,1
"3213",2228,31,6,89,10824.1255194101,"male",16,"White only","4-year degree",1,1118,"shasta","shasta",40.6864781979857,-122.548749521642,1
"3214",1102,32,6,37,98905.3995255381,"female",16,"White only","4-year degree",1,371,"los angeles","los angeles",34.2069645205848,-118.570110698389,1
"3215",1898,34,6,0,94973.789955955,"male",12,"White only","no 4-year degree",1,1245,"unknown","los angeles",38.3231123764146,-121.362379782371,1
"3216",335,34,6,1,50672.7109260391,"female",20,"Asian only","4-year degree",1,1741,"alameda","alameda",37.6393256665086,-121.972418212485,1
"3217",2013,30,6,73,64713.7233508751,"female",13,"White only","no 4-year degree",1,1631,"san diego","san diego",32.86904041859,-117.218416054446,1
"3218",701,34,6,0,59164.8128097877,"male",20,"Asian only","4-year degree",1,2094,"unknown","alameda",33.9976280405215,-118.257402601433,1
"3219",23,31,6,37,4462.01554436702,"female",13,"White only","no 4-year degree",1,554,"los angeles","los angeles",34.0097946100411,-118.086617559158,1
"3220",800,33,6,73,0,"female",16,"White only","4-year degree",NA,1578,"san diego","san diego",32.944826459173,-117.01301719457,1
"3221",1818,30,6,53,71590.4695505742,"female",14,"White only","no 4-year degree",1,1488,"monterey","monterey",36.2751762540986,-121.149633866603,1
"3222",434,33,6,59,43062.116651237,"female",12,"White only","no 4-year degree",1,950,"orange","orange",33.6947822438722,-117.778851933894,1
"3223",112,33,6,0,107376.999201719,"male",16,"White-HP","4-year degree",1,1836,"unknown","san diego",33.7347639447884,-117.77932677207,1
"3224",338,34,6,0,27465.5526026618,"female",18,"White-HP","4-year degree",1,1837,"unknown","san diego",33.7975185931799,-118.106958081796,1
"3225",476,35,6,37,54508.5581858819,"female",14,"Asian only","no 4-year degree",1,503,"los angeles","los angeles",34.3162239715188,-117.922326026631,1
"3226",2255,32,6,0,59689.4954037853,"male",12,"White only","no 4-year degree",1,1270,"unknown","stanislaus",34.0816269912711,-118.333348595128,1
"3227",1182,27,6,37,47132.1508199442,"male",12,"White only","no 4-year degree",1,243,"los angeles","los angeles",33.9308262503736,-118.419353119748,1
"3228",1916,27,6,0,37637.9494254943,"male",12,"White only","no 4-year degree",1,1219,"unknown","los angeles",33.6909965313511,-117.732683112903,1
"3229",299,35,6,31,0,"male",14,"White only","no 4-year degree",NA,164,"kings","kings",35.9804668949106,-119.616365695167,1
"3230",597,30,6,59,85467.554780189,"male",16,"White only","4-year degree",1,938,"orange","orange",33.6317102822922,-117.732987138337,1
"3231",1359,32,6,59,17536.7826745845,"female",12,"White only","no 4-year degree",1,1009,"orange","orange",33.4926697015492,-117.661494907022,1
"3232",2160,29,6,37,76493.7124424614,"male",16,"White only","4-year degree",1,604,"los angeles","los angeles",34.0309935454679,-118.673554050269,1
"3233",1884,35,6,29,11171.792300418,"female",12,"White only","no 4-year degree",1,25,"kern","kern",35.1306368098171,-119.362069067296,1
"3234",250,28,6,0,135802.475846326,"female",16,"Asian only","4-year degree",1,1965,"unknown","los angeles",34.1878729161682,-118.062272564673,1
"3235",1651,35,6,73,120000,"female",16,"White only","4-year degree",1,1613,"san diego","san diego",33.1448016804207,-117.309729005561,1
"3236",221,28,6,37,29956.9518934004,"male",12,"Asian only","no 4-year degree",1,493,"los angeles","los angeles",34.3065554467223,-118.404384434696,1
"3237",2022,33,6,37,60000,"male",14,"White only","no 4-year degree",1,585,"los angeles","los angeles",34.1850651836377,-118.293551657569,1
"3238",587,33,6,73,69328.0375935137,"male",16,"White only","4-year degree",1,1588,"san diego","san diego",33.1344141535049,-117.212462619768,1
"3239",1021,34,6,81,135454.0232406,"female",16,"Asian only","4-year degree",1,1953,"san mateo","san mateo",37.5286513967714,-122.313217269474,1
"3240",2207,31,6,37,65239.892388694,"male",18,"White only","4-year degree",1,404,"los angeles","los angeles",34.0737849141902,-118.288351563214,1
"3241",906,31,6,0,73655.5671049282,"male",12,"White-Asian","no 4-year degree",1,1810,"unknown","san diego",33.6913483331663,-117.772188497141,1
"3242",2231,32,6,83,202799.862800166,"female",20,"Asian only","4-year degree",1,2150,"santa barbara","santa barbara",34.6586213728436,-120.018250408416,1
"3243",1695,29,6,37,135277.792629786,"female",18,"Asian only","4-year degree",1,792,"los angeles","los angeles",34.0741484434274,-118.105443549165,1
"3244",797,26,6,75,88788.0057273433,"female",16,"White only","4-year degree",1,1911,"san francisco","san francisco",37.7634071536926,-122.388745649499,1
"3245",405,26,6,0,70000,"male",13,"Asian-HP","no 4-year degree",1,1969,"unknown","los angeles",34.5262274154897,-117.790316456117,1
"3246",1206,31,6,67,62322.4911765195,"male",12,"White only","no 4-year degree",1,1455,"sacramento","sacramento",38.2061212548558,-121.552333742074,1
"3247",1355,32,6,37,40764.744406566,"male",16,"American Indian, Alaskan Native only (AI)","4-year degree",1,292,"los angeles","los angeles",34.0490825807405,-118.315634300233,1
"3248",584,26,6,87,8111.89061850309,"male",13,"White only","no 4-year degree",NA,2122,"santa cruz","santa cruz",37.0868349553176,-121.986928990226,1
"3249",631,25,6,17,26346.1971841753,"male",12,"White only","no 4-year degree",1,1376,"el dorado","el dorado",38.7677497576039,-120.6003404468,1
"3250",1294,34,6,99,10770.7051646458,"male",14,"Asian only","no 4-year degree",1,1046,"stanislaus","stanislaus",37.5092259515395,-121.136297594447,1
"3251",222,27,6,37,26586.551431613,"male",16,"White only","4-year degree",1,675,"los angeles","los angeles",34.0036454518554,-118.317583700637,1
"3252",775,35,6,37,78205.7744851336,"male",12,"White only","no 4-year degree",1,339,"los angeles","los angeles",34.5906746839167,-117.79833768713,1
"3253",876,31,6,0,42406.8658463657,"male",12,"White only","no 4-year degree",1,1238,"unknown","shasta",34.0992832635817,-118.059937625043,1
"3254",1505,34,6,107,0,"female",11,"White only","no 4-year degree",NA,2261,"tulare","tulare",36.2906852696443,-118.578656940933,1
"3255",1621,33,6,61,0,"female",12,"White only","no 4-year degree",NA,1382,"placer","placer",39.1364221137128,-120.663956126892,1
